"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41220-00079,본정리 소공원,소공원,,경기도 평택시 팽성읍 본정리 산9-2,36.948820,127.010414,4297,,,,,,2016-02-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00080,상서재3호 소공원(동삭2지구),소공원,,경기도 평택시 동삭동 산15-1,37.016989,127.096875,1164,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00081,소공원 1호(동삭 세교지구),소공원,,경기도 평택시 동삭동 179-1,37.004417,127.091063,1000,,,,,,2016-04-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00082,잔다리 소공원,소공원,,경기도 평택시 세교동 산6-2,37.010682,127.090992,1287,,,,,,2010-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00083,소공원1호(두정지구),소공원,,경기도 평택시 팽성읍 본정리 4-4,36.945392,127.021142,2268,,,,,,2013-11-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00084,소공원2호(두정지구),소공원,,경기도 평택시 팽성읍 본정리 27-1임,36.945744,127.023017,908,,,,,,2013-11-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00085,소공원3호(두정지구),소공원,,경기도 평택시 팽성읍 본정리 31-3답,36.946666,127.023092,839,,,,,,2013-11-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00086,송화 소공원,소공원,,경기도 평택시 팽성읍 송화리 834,36.961321,127.053609,635,,,,,,2009-12-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00087,통복1 소공원,소공원,,경기도 평택시 신대동 8-7,36.997714,127.082209,1582,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00088,어울림 소공원(소사2지구),소공원,,경기도 평택시 소사동 122-1,36.989273,127.124384,709,,,,,,2011-07-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00089,원정(포승)소공원(쌍용지구),소공원,,경기도 평택시 포승읍 원정리 221-85,36.999847,126.838805,782,,,,,,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00090,원정22호 소공원(쌍용지구),소공원,,경기도 평택시 포승읍 원정리 281-1,36.996347,126.840059,1367,,,,,,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00091,원정리 소공원,소공원,,경기도 평택시 팽성읍 원정리 87-2,36.974819,127.040340,1084,등허리지압기+온몸근육풀기+온몸역기내리기+하늘걷기,조합놀이대+탄성고무칩포장,,,소화전+수목보호대+스틸그레이팅+집수정+흉관,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00092,추팔 소공원,소공원,,경기도 평택시 팽성읍 추팔리 296-1,36.963840,127.075481,1541,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+족구대+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,화장실,,수목보호판+스틸그레이팅+집수정,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00093,화촌1 소공원,소공원,경기도 평택시 화촌2길 7 (통복동),경기도 평택시 통복동 242-2,36.992578,127.072429,1176,다리뻗치기+등허리지압기+어깨근육풀기+온몸근육풀기+온몸허리돌리기+윗몸일으키기,고무매트포장+고무칩포장+그네+그네보호대+시소+조합놀이대,,,배수관(다발관)+빗물받이+집수정가림막+흉관,2009-09-22,경기도 평택시청,031-8024-4248,2024-03-08
41220-00094,화촌2 소공원,소공원,,경기도 평택시 통복동 242-6,36.992284,127.072444,757,옆파도타기+철봉+하늘걷기,,,,수목보호덮개+집수정+측구수로관,2009-09-22,경기도 평택시청,031-8024-4248,2024-03-08
41220-00095,1호 물빛1 수변공원(소사벌택지  이곡수변),수변공원,,경기도 평택시 비전동 999공,37.005251,127.100660,39061,,,램프+음수대+자전거보관대,,PVC DC 엘보+U형플륨관 설치+수목보호대+압연강판+우수관로+우수받이+집수정설치(트렌치용+레미콘 관급),2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00096,2호 물빛2 수변공원(소사벌택지 이곡수변),수변공원,,경기도 평택시 비전동 1016공,37.003573,127.103911,11228,옆파도타기+온몸역기올리기+하늘걷기,,램프,,PVC DC 엘보+U형플륨관 설치+압연강판+우수관로+장대석놓기+집수정설치(트렌치용+레미콘 관급),2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00097,3호 소리 수변공원(소사벌택지),수변공원,,경기도 평택시 죽백동 737-2공,37.007098,127.111214,11408.5,다리뻗치기+등허리지압기+스텝싸이클+옆파도타기+온몸허리돌리기+윗몸일으키기+하늘걷기,,,,도복장PVC관+연결BOX관+우수관로+월류관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00098,4호 소리 수변공원(소사벌택지),수변공원,,경기도 평택시 비전동 1032공,37.004339,127.107357,19823,다리뻗치기+등허리지압기+옆파도타기+온몸역기올리기+윗몸일으키기+하늘걷기,,,,PVC이중벽관(Type1+con c관급)+연결BOX관+연결관C(흄관)+우수관로+원형수로관+월류관+집수정+집수정설치(트렌치용+레미콘 관급)+트랜치,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00099,5호 물빛3 수변공원(소사벌택지 이곡수변),수변공원,,경기도 평택시 비전동 1069공,37.002460,127.107881,19099,레그프레스+크로스컨트리+트윈트위스트,,램프+화장실,,PVC DC 엘보+U형플륨관 설치+압연강판+압연강판(디자인그레이팅)+우수관로+트렌치측구집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00100,6호 물빛4 수변공원(소사벌택지 이곡수변),수변공원,,경기도 평택시 비전동 1065 1093 1099,37.001798,127.111412,24015,레그프레스+트윈트위스트,,램프+자전거보관대,,PVC DC 엘보+U형플륨관 설치+수목보호대+압연강판+압연강판(디자인그레이팅)+우수관로+징검돌 쇄굴방지공+트랜치측구집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00101,7호 너울 수변공원(소사벌택지),수변공원,,경기도 평택시 비전동 966 966-1~6,37.003257,127.090635,23421,,,,,PE 빗물받이+배수관(PVC이중벽관),2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00102,군문 수변공원,수변공원,,경기도 평택시 군문동 201-1,36.982112,127.091679,9955,,,,,,2012-06-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00103,상서재 1호 수변공원(동삭2지구),수변공원,,경기도 평택시 동삭동 12-1,37.015396,127.104691,12194,,,,,,2014-03-17,경기도 평택시청,031-8024-4248,2024-03-08
41220-00104,11호 어린이공원(서정동),어린이공원,,경기도 평택시 동삭동 186-1,37.006472,127.093243,1933,,,,,,2010-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00105,14호 어린이공원(고덕국제화지구  두릉리),어린이공원,,경기도 평택시 세교동 산3-8,37.011591,127.091001,1645,,,,,,2010-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00106,17호 어린이공원(고덕국제화지구 좌교리),어린이공원,,경기도 평택시 세교동 26,37.004107,127.089859,2614,,,,,,2010-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00107,18호 어린이공원(고덕국제화지구 해창리),어린이공원,,경기도 평택시 세교동 288-1,37.008211,127.087410,8042,,,,,,2010-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00108,19호 어린이공원(고덕국제화지구),어린이공원,,경기도 평택시 세교동 37-3,37.006081,127.087364,2000,,,,,,2010-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00109,1호 어린이공원(동삭 세교지구),어린이공원,,경기도 평택시 평택동 38,36.993417,127.087884,1555.7,옆파도타기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+하늘걷기,,음수전,,JC기념탑+뚜껑(디자인그레이팅)+스틸그레이팅,1990-04-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00110,1호 어린이공원(포승지구 BIX),어린이공원,,경기도 평택시 군문동 360-3,36.987728,127.084538,2050,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,고무매트포장+그네+그네보호대+조합놀이대+흔들놀이,,,PE 빗물받이+우수관+조형석+집수정+횡단배수로,1995-12-20,경기도 평택시청,031-8024-4248,2024-03-08
41220-00111,1호 어린이공원(화양지구),어린이공원,,경기도 평택시 동삭동 546,37.020321,127.081163,4109,,,,,,2010-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00112,20호 어린이공원(고덕국제화지구  해창리),어린이공원,,경기도 평택시 세교동 559-2,37.000296,127.083343,1999,,고무매트포장+그네+그네보호대,화장실,,집수정,1992-03-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00113,23호 현덕 어린이공원(인광2지구),어린이공원,,경기도 평택시 지제동 산7-7임,37.022168,127.077426,6172,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00114,25호 어린이공원(여염리),어린이공원,,경기도 평택시 비전동 927,36.995114,127.109641,1625,다리뻗치기+온몸노젓기+온몸허리돌리기+윗몸일으키기,놀이집+조합놀이대+탄성고무칩포장+흔들놀이,,,U형측구+자연석쌓기+집수정,2016-02-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00115,26호 어린이공원(서정동),어린이공원,,경기도 평택시 용이동 690,36.993175,127.124286,1815.4,옆파도운동+오금펴기운동+온몸근육운동+하늘걷기운동,강아지흔들놀이대+고양이흔들놀이대+그네놀이대+놀이시설 경계+양흔들놀이대+조합놀이대3,,,PE 연결관+PE 집수정+배수관+집수정,2010-11-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00116,27호 어린이공원(율포리),어린이공원,,경기도 평택시 죽백동 816-4공,37.002339,127.124685,1644.3,체어웨이트+크로스컨트리+트윈트위스트,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,,,우수관로+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00117,28호 어린이공원(서정동),어린이공원,,경기도 평택시 세교동 408-2전,37.013263,127.075078,1893,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00118,29호 어린이공원(서정동),어린이공원,,경기도 평택시 비전동 1075공,37.002226,127.107017,1524,온몸역기올리기+온몸허리돌리기+하늘걷기,고무칩포장+볼록렌즈 사진기+위스퍼디쉬+조합놀이대,,,우수관로+원형수로관+육가+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00119,2호 어린이공원(동삭 세교지구),어린이공원,,경기도 평택시 비전동 1004-1공,37.003243,127.096344,1939,다리뻗치기+온몸근육풀기+온몸역기내리기+윗몸일으키기,고무볼+고무칩포장+마운딩놀이대+소리관+조합놀이대+터널지나기+흔들놀이,,,Pvc이중벽관+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00120,2호 어린이공원(여염리),어린이공원,,경기도 평택시 비전동 981공,37.006453,127.101332,1518,마라톤운동기+윗몸일으키기,고무칩포장+그네+그네보호대+모래깔기+미끄럼틀+조합놀이대+흔들놀이,,,우수관로+원형수로관+육가+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00121,2호 어린이공원(화양지구),어린이공원,경기도 평택시 비전1로 35-9 (비전동),경기도 평택시 비전동 784,37.001483,127.092427,2012,다리뻗치기+마라톤운동기+발바닥지압걷기+온몸돌리기+온몸역기내리기+온몸역기올리기+탄성고무칩포장+하늘걷기,그네+그네보호대+모래+시소(4인용)+조합놀이대+탄성고무칩포장+흔들놀이,,,맹암거(간선)+맹암거(지선)+우수관(PVC이중관)+집수정+흉관,1989-07-20,경기도 평택시청,031-8024-4248,2024-03-08
41220-00122,30호 어린이공원(고덕국제화지구  율포리),어린이공원,,경기도 평택시 동삭동 402-4,37.014959,127.091348,2568,,,,,,2009-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00123,31호 어린이공원(고덕국제화지구 (좌교리),어린이공원,,경기도 평택시 동삭동 474,37.020406,127.087155,2140,,,,,,2009-09-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00124,32호 어린이공원(고덕국제화지구  해창리),어린이공원,,경기도 평택시 팽성읍 노와리 460-1,36.946748,127.092348,1505,등허리지압기+온몸근육풀기+온몸허리돌리기+윗몸일으키기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,,,수목보호판+집수정,2008-10-23,경기도 평택시청,031-8024-4248,2024-03-08
41220-00125,33호 어린이공원(고덕국제화지구  해창리),어린이공원,,경기도 평택시 동삭동 683-1,37.008536,127.092566,1529,등허리지압기+마라톤운동기+온몸노젓기,고무칩(적색)+그네+그네보호대+시소+조합놀이대+회전놀이대+흔들놀이,,,소화전+우수관+집수정+측구수로관,2005-01-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00126,34호 어린이공원(고덕국제화지구  여염리),어린이공원,,경기도 평택시 팽성읍 안정리 44-17,36.963580,127.045791,1581,등허리지압기+온몸노젓기+온몸허리돌리기+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,,,연결관+집수정,1989-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00127,35호 어린이공원(여염리),어린이공원,,경기도 평택시 군문동 368,36.986733,127.082337,2001.4,옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,고무칩포장+모래테이블+모래포장+조합놀이대+흔들놀이,,,PE 빗물받이+맹암거(간선)+맹암거(지선)+수목보호대+우수관+집수정+횡단배수로,1995-12-20,경기도 평택시청,031-8024-4248,2024-03-08
41220-00128,36호 어린이공원(여염리),어린이공원,,경기도 평택시 팽성읍 안정리 98-9,36.960841,127.041475,1500,옆파도타기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,,,수목보호틀+집수정+트랜치,1989-04-01,경기도 평택시청,031-8024-4248,2024-03-08
41220-00129,37호 어린이공원(장당동),어린이공원,,경기도 평택시 소사동 산156-2,36.987296,127.118765,2680,,,,,,2014-02-28,경기도 평택시청,031-8024-4248,2024-03-08
41220-00130,38호 어린이공원(서정동),어린이공원,,경기도 평택시 동삭동 342-4,37.020670,127.095856,4339,,,,,,2009-03-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00131,39호 어린이공원(서정동),어린이공원,,경기도 평택시 비전동 888-1,36.992456,127.118302,2411,어깨근육풀기+온몸허리돌리기+하늘걷기,고무매트포장+그네+그네보호대+등반및사다리놀이대+모래포장+시소+조합놀이대,,,PE 빗물받이+맹암거(간선)+맹암거(지선)+산마루측구+우수관+집수정+측구수로관,1994-01-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00132,3호 어린이공원(세교지구),어린이공원,,경기도 평택시 죽백동 720-1공,37.008997,127.111722,1874,스트레칭로라+크로스컨트리+트윈트위스트,고무칩포장+그네+그네보호대+시소(2인용)+조합놀이대+흔들놀이,,,우수관로(PVC이중벽관)+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00133,3호 어린이공원(화양지구),어린이공원,,경기도 평택시 평택동 312,36.989339,127.087918,1547,다리근육풀기+양팔줄당기기+어깨근육풀기+옆파도타기+오금펴기+온몸노젓기+온몸허리돌리기+하늘걷기,고무칩포장+조합놀이대,,,수목보호대+조형동상+집수정,2005-08-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00134,40호 어린이공원(고덕국제화지구 두릉리),어린이공원,,경기도 평택시 동삭동 41,37.013973,127.101586,1864,,,,,,2013-05-08,경기도 평택시청,031-8024-4248,2024-03-08
41220-00135,41호 어린이공원(고덕국제화지구 두릉리),어린이공원,,경기도 평택시 비전동 1020공,37.003050,127.103288,1529,마라톤운동기+온몸근육풀기+윗몸일으키기,고무칩포장+모래깔기+모래놀이탁자+스프링시소+조합놀이대+흔들놀이,,,우수관로+원형수로관+육가+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00136,42호 어린이공원(고덕국제화지구 두릉리),어린이공원,,경기도 평택시 소사동 95-1,36.988779,127.126921,2309,,,,,,2011-07-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00137,43호 어린이공원(고덕국제화지구 해창리),어린이공원,,경기도 평택시 비전동 852,36.992207,127.111111,1696,,고무칩포장+조합놀이대+흔들놀이,화장실,,맹암거+무지개조형물동산+배수관+자연석쌓기+집수정뚜껑+트랜치,1990-06-15,경기도 평택시청,031-8024-4248,2024-03-08
41220-00138,44호 어린이공원(고덕국제화지구 율포리),어린이공원,,경기도 평택시 비전동 867,36.997892,127.113339,1713,등허리지압기+배드민턴대+배드민턴장+온몸허리돌리기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+시소+흔들놀이,음수전+화장실,,맹암거(간선)+맹암거(지선)+연결관+집수정+측구수로,1994-01-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00139,45호 어린이공원(고덕국제화지구 율포리),어린이공원,,경기도 평택시 죽백동 722-1공,37.007835,127.114714,1906.4,롤링웨이스트(일반형)+스텝싸이클+체어웨이트,고무칩포장+조합놀이대+흔들놀이,,,우수관로(PVC이중벽관)+집수정+측구수로관(포장용),2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00140,46호 어린이공원(고덕국제화지구  해창리),어린이공원,경기도 평택시 은실1길 17-2 (세교동),경기도 평택시 세교동 190-4,37.003291,127.077025,2076,,,,,,2008-05-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00141,47호 어린이공원(고덕국제화지구 당현리),어린이공원,,경기도 평택시 비전동 1087공,37.001007,127.110353,2164,,고무칩포장+물놀이대+물놀이장설비+물조합놀이대+우산워터드롭+워터샤워+흔들놀이,음수대,,상수관로+수목보호대+우수관로+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00142,48호 어린이공원(고덕국제화지구 율포리),어린이공원,,경기도 평택시 동삭동 657-1,37.010922,127.093456,1547,등허리지압기+마라톤운동기+온몸노젓기+온몸역기올리기+온몸허리돌리기,고무칩포장+미로찾기+시소+조합놀이대+체력단련대+흔들놀이,,,맹암거+우수관+집수정,2005-01-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00143,49호 어린이공원(율포리),어린이공원,,경기도 평택시 지제동 640-3답,37.015581,127.073583,2053,,,,,,2013-09-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00144,4호 어린이공원(화양지구),어린이공원,,경기도 평택시 용이동 588-2,37.002040,127.133739,1934.9,마라톤운동기+어깨근육풀기+온몸허리돌리기,고무칩포장+그네+그네보호대+조합놀이대,,,트랜치,2010-09-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00145,50호 어린이공원(고덕국제화지구  해창리),어린이공원,,경기도 평택시 소사동 107-9,36.992400,127.129384,1507,,,,,,2011-07-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00146,5호 어린이공원(화양지구),어린이공원,,경기도 평택시 합정동 969,36.988610,127.112957,5195,고무칩포장+마라톤운동기+온몸노젓기+온몸역기올리기+온몸허리돌리기,고무칩포장+조합놀이대+흔들놀이,,,공사 기념비+수목보호덮개+트랜치,2005-01-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00147,6호 어린이공원(화양지구),어린이공원,,경기도 평택시 비전동 631-1,36.995846,127.088908,2067,게이트볼장+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,,양면음수전,,배수로용 집수정+집수정,1990-04-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00148,7호 어린이공원(화양지구),어린이공원,,경기도 평택시 용이동 673,36.994217,127.127940,2781,오금펴기운동+온몸근육운동+하늘걷기운동+허리돌리기운동,강아지흔들놀이대+고양이흔들놀이대+그네놀이대+놀이시설 경계+양흔들놀이대+조합놀이대4,,,배수관+집수정,2010-11-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00149,8호 어린이공원(서정동),어린이공원,,경기도 평택시 팽성읍 송화리 786-2,36.960478,127.058004,1723,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대,,,수목보호판+집수정,1999-03-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00150,8호 어린이공원(화양지구),어린이공원,,경기도 평택시 세교동 562-6,36.999990,127.081609,1483,등허리지압기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+시소+조합놀이대+흔들놀이,화장실,,맹암거(간선)+맹암거(지선)+수목보호대+수목보호홀덮개+우수관+집수정,1992-03-13,경기도 평택시청,031-8024-4248,2024-03-08
41220-00151,9호 어린이공원(서정동),어린이공원,,경기도 평택시 동삭동 678-3,37.011810,127.099547,2107,마라톤운동기+온몸근육풀기+온몸역기올리기+온몸허리돌리기,고무칩(적색)+그네+그네보호대+시소+조합놀이대+회전놀이대+흔들놀이,,,수목보호받침틀+우수관+집수정,2005-01-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00152,JC 어린이공원,어린이공원,,경기도 평택시 팽성읍 객사리 88-2,36.965569,127.064853,1694,마라톤운동기+옆파도타기+온몸역기올리기+온몸허리돌리기+하늘걷기,모래포장+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+우수관+집수정,1994-04-04,경기도 평택시청,031-8024-4248,2024-03-08
41220-00153,가족 어린이공원,어린이공원,,경기도 평택시 비전동 885-1,36.992420,127.116668,2257,마라톤운동기+배드민턴대+배드민턴장+옆파도타기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+조합놀이대(철거)+흔들놀이,화장실,,소화전+집수정,1994-01-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00154,가족(제2호) 어린이공원(영신지구),어린이공원,,경기도 평택시 동삭동 산88-1,37.020748,127.079647,2681,,,,,,2010-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00155,개나리 어린이공원,어린이공원,,경기도 평택시 동삭동 695-8,37.008235,127.095028,2322,온몸노젓기+온몸역기올리기+온몸허리돌리기,고무칩(적색)+시소+조합놀이대+체력단련대+회전놀이대+흔들놀이,,,맹암거+수목틀경계석 설치+우수관+집수정,2005-01-05,경기도 평택시청,031-8024-4248,2024-03-08
41220-00156,거꾸로 어린이공원(지제세교지구),어린이공원,경기도 평택시 비전로 27 (비전동),경기도 평택시 비전동 610-1,36.995889,127.093712,2210,어깨근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+조합놀이대+흔들놀이,음수전,,산마루측구+우수관+원형수로관+자연석쌓기+집수정,1989-08-30,경기도 평택시청,031-8024-4248,2024-03-08
41220-00157,건지 어린이공원,어린이공원,,경기도 평택시 소사동 525,36.989393,127.124254,1480,,그네+시소+조합놀이대+탄성고무칩포장,,,,2005-05-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00158,경남아너스빌 어린이공원,어린이공원,,경기도 평택시 소사동 23-4,36.988838,127.130491,2754,,,,,,2011-07-14,경기도 평택시청,031-8024-4248,2024-03-08
41220-00159,골목길 어린이공원(용죽지구),어린이공원,,경기도 평택시 비전동 879-2,36.994734,127.115778,2638.6,옆파도타기+온몸근육풀기+온몸노젓기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래테이블+모래포장+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+배수관+벤치플륨관+자연석쌓기+집수정,1994-01-11,경기도 평택시청,031-8024-4248,2024-03-08
41220-00160,광말 어린이공원,어린이공원,,경기도 평택시 팽성읍 송화리 778-1,36.963975,127.059345,1558,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,모래포장+시소+조합놀이대,,,맹암거(간선)+맹암거(지선)+배수관+벤치플륨관+집수정,1999-03-19,경기도 평택시청,031-8024-4248,2024-03-08
41220-00161,그린 어린이공원(소사벌택지 11호),어린이공원,,경기도 평택시 비전동 969공,37.007471,127.104020,4115,다리뻗치기+등허리지압기+배드민턴장+배드민턴지주대+옆파도타기+하늘걷기,개미터널+고무칩포장+그네+그네보호대+미끄럼틀+시소+흔들놀이,,,우수관로+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4248,2024-03-08
41220-00162,긴둥골 어린이공원(안중지구 택지개발),어린이공원,,경기도 평택시 신대동 418-9,36.995260,127.066754,2129,어깨근육풀기+옆파도타기+온몸역기내리기+온몸허리돌리기+족구장+족구지주+하늘걷기,고무칩포장+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+빗물받이뚜겅+우수관+측구수로관+트렌치뚜껑,2016-02-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00163,길마 어린이공원(청북지구 택지개발),어린이공원,,경기도 평택시 합정동 908-4,36.989860,127.102063,2031,다리근육풀기+등허리지압기+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대+흔들놀이,음수전,,공원기둥+집수정,1993-12-03,경기도 평택시청,031-8024-4248,2024-03-08
41220-00164,꼬불길 어린이공원(지제세교지구),어린이공원,,경기도 평택시 용이동 749-1번지,37.001736,127.148257,2359,마라톤운동+하늘걷기+허리돌리기,그네+놀이시설 경계+시소+조합놀이대+흔들놀이,,,수목보호홀덮개+연결관+우수관+원형맨홀+원형수로관+원형수로관집수정+집수정,2010-09-27,경기도 평택시청,031-8024-4248,2024-03-08
41220-00165,꽃잎소리 어린이공원(소사벌택지 9호),어린이공원,,경기도 평택시 팽성읍 안정리 43-4,36.964653,127.045679,4858.3,다리뻗치기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+시소(2인용)+조합놀이대+흔들놀이,음수대,,스탠드+원심력수로관+원형플랜터A+집수정+집수정연결관A+트랜치,2010-12-09,경기도 평택시청,031-8024-4248,2024-03-08
41220-00166,꿈동산 어린이공원(소사벌택지 3호),어린이공원,,경기도 평택시 동삭동 575-1,37.020082,127.083718,2269,,,,,,2010-01-29,경기도 평택시청,031-8024-4248,2024-03-08
41220-00167,나비 어린이공원(소사벌택지 2호),어린이공원,,경기도 평택시 용이동 300-2번지,36.990964,127.121355,3613,옆파도운동+오금펴기운동+하늘걷기운동+허리돌리기운동,그네놀이대+놀이시설 경계+시소놀이대,자전거보관대,,배수관+집수정,2010-11-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00168,낙촌 어린이공원,어린이공원,,경기도 평택시 통복동 22-2,36.998618,127.083086,1567,,,,,,2016-08-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00169,내일 4호 어린이공원(모산영신지구),어린이공원,,경기도 평택시 용이동 593-3,36.999606,127.131558,3951,마라톤운동기+옆파도타기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,자전거거치대,,,2010-09-24,경기도 평택시청,031-8024-4248,2024-03-08
41220-00170,노래비 1호 어린이공원(모산영신지구),어린이공원,,경기도 평택시 비전동 752-13,36.994051,127.100670,985,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+이형판석포장+하늘걷기,그네+모래포장+조합놀이대+흔들놀이,,,공원조형탑+집수정,1990-04-12,경기도 평택시청,031-8024-4248,2024-03-08
41220-00171,노루댕이 어린이공원(장당 3호),어린이공원,경기도 평택시 지제동삭1로 163 (동삭동 더샵지제역센트럴파크1BL아파트),경기도 평택시 동삭동 412-14,37.016004,127.090542,1887,,,,,,2009-09-30,경기도 평택시청,031-8024-4248,2024-03-08
