설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,백신고등학교,031-903-4903,경기도 고양시 일산동구 백석동 1347번지,경기도 고양시 일산동구 백석로 8,10448,37.6424883891,126.7819400407
공립,백암고등학교,031-326-0010,경기도 용인시 처인구 백암면 근창리 166번지,경기도 용인시 처인구 백암면 백원로 519-9,17177,37.1649578099,127.3685792276
공립,백양고등학교,031-978-8128,경기도 고양시 덕양구 행신동 897번지,경기도 고양시 덕양구 화신로 199,10483,37.6294158195,126.8384128392
공립,백운고등학교,031-423-2333,경기도 의왕시 내손동 665-5번지,경기도 의왕시 내손순환로 136,16029,37.3875984544,126.9865159837
사립,한빛누리고등학교,031-863-8337,경기도 동두천시 생연동 522-1번지,경기도 동두천시 동광로 124,11313,37.9119898795,127.0610243511
공립,남양주다산고등학교,031-522-7400,경기도 남양주시 다산동 6050번지,경기도 남양주시 다산중앙로146번길 50,12285,37.6255489645,127.1586093261
공립,목감고등학교,031-460-8900,경기도 시흥시 조남동 683번지,경기도 시흥시 목감둘레로 150,14988,37.3726050571,126.8567690839
공립,감일고등학교,02-480-7390,경기도 하남시 감이동 450번지,경기도 하남시 감일순환로 165,12997,37.5095044626,127.1602021324
공립,옥빛고등학교,031-894-1800,경기도 양주시 옥정동 1053번지,경기도 양주시 옥정로4길 12,11478,37.8145432780,127.0917774428
공립,처인고등학교,031-724-2100,경기도 용인시 처인구 남사읍 아곡리 706번지,경기도 용인시 처인구 남사읍 한숲로 32,17117,37.1512582230,127.1703252824
공립,신원고등학교,02-3146-8600,경기도 고양시 덕양구 신원동 602번지,경기도 고양시 덕양구 통일로 391,10567,37.6683991524,126.8869485902
공립,이솔고등학교,031-899-5911,경기도 화성시 동탄대로 7길 10,,,,
사립,용문고등학교,031-773-3533,경기도 양평군 용문면 마룡리 663-2번지,경기도 양평군 용문면 용문로 437,12515,37.4918704537,127.5988352445
공립,용인고등학교,031-330-8309,경기도 용인시 처인구 역북동 444-1번지,경기도 용인시 처인구 금학로253번길 20-21,17046,37.2405588914,127.1930833982
사립,덕영고등학교,031-329-4300,경기도 용인시 처인구 고림동 737-1번지,경기도 용인시 처인구 고림로74번길 15,17151,37.2416708191,127.2160454947
공립,용호고등학교,031-390-4464,경기도 군포시 당동 875번지,경기도 군포시 용호2로 10,15876,37.3418557690,126.9393548778
사립,우성고등학교,031-3619-200,경기도 의왕시 고천동 496번지,경기도 의왕시 오전로 37,16062,37.3492914410,126.9806687163
공립,원곡고등학교,031-8085-0008,경기도 안산시 단원구 원곡동 965-1번지,경기도 안산시 단원구 화랑로 15,15364,37.3328578989,126.7986805929
공립,원미고등학교,032-722-6200,경기도 부천시 중동 1098번지,경기도 부천시 옥산로 48,14575,37.4982071048,126.7827356559
공립,효양고등학교,031-645-7015,경기도 이천시 부발읍 신하리 264-1번지,경기도 이천시 부발읍 대산로545번길 55,17327,37.2653108016,127.4795750578
공립,보정고등학교,031-270-7203,경기도 용인시 기흥구 보정동 1281번지,경기도 용인시 기흥구 보정로 22,16903,37.3139123783,127.1097129820
공립,풍무고등학교,031-996-4382,경기도 김포시 풍무동 411-5번지,경기도 김포시 풍무로93번길 53,10116,37.6034407441,126.7191683481
공립,병점고등학교,031-228-1844,경기도 화성시 병점동 861번지,경기도 화성시 병점중앙로 72,18415,37.2058695941,127.0437696248
사립,김포외국어고등학교,031-996-7700,경기도 김포시 월곶면 갈산리 465-33번지,경기도 김포시 월곶면 김포대로 2537,10023,37.7012141427,126.5675452515
공립,용인백현고등학교,031-693-9311,경기도 용인시 기흥구 동백동 664번지,경기도 용인시 기흥구 동백7로 112,17003,37.2793262141,127.1625819794
사립,한겨레고등학교,031-8046-0110,경기도 안성시 죽산면 칠장리 10-1번지,경기도 안성시 죽산면 칠장로 107-9,17524,37.0306205994,127.4226898157
공립,가좌고등학교,031-910-1900,경기도 고양시 일산서구 가좌동 1097번지,경기도 고양시 일산서구 가좌1로 43,10210,37.6880003673,126.7201539918
공립,양주고등학교,031-843-1203,경기도 양주시 삼숭동 680-1번지,경기도 양주시 삼숭로38번길 78-52,11487,37.7948666455,127.1074124415
공립,송우고등학교,031-541-6821,경기도 포천시 소흘읍 송우리 728-8번지,경기도 포천시 소흘읍 태봉로 125,11176,37.8294050822,127.1384110507
공립,성사고등학교,031-960-9105,경기도 고양시 덕양구 성사동 624-3번지,경기도 고양시 덕양구 호국로 869,10294,37.6630207474,126.8422417230
공립,성지고등학교,031-547-3320,경기도 용인시 기흥구 구갈동 599번지,경기도 용인시 기흥구 갈곡로12번길 13,16979,37.2723191092,127.1312681568
공립,현암고등학교,031-896-5035,경기도 용인시 수지구 죽전동 1354번지,경기도 용인시 수지구 디지털벨리로 17,16882,37.3288006070,127.1313535205
공립,효자고등학교,031-853-0057,경기도 의정부시 신곡동 768-1번지,경기도 의정부시 부용로 165,11771,37.7531643275,127.0766650400
사립,고양예술고등학교,031-929-0700,경기도 고양시 일산서구 덕이동 753-11번지,경기도 고양시 일산서구 덕이로172번길 4-39,10228,37.6973374489,126.7421866743
공립,대지고등학교,031-210-2810,경기도 용인시 수지구 죽전동 1333번지,경기도 용인시 수지구 동백죽전대로 1066,16889,37.3247708578,127.1226031301
공립,안화고등학교,031-220-0390,경기도 화성시 병점동 852번지,경기도 화성시 병점3로 132-19,18408,37.2119089242,127.0484554928
공립,원종고등학교,032-222-5807,경기도 부천시 원종동 128-1번지,경기도 부천시 소사로807번길 68,14426,37.5284997297,126.8004971998
사립,유신고등학교,031-547-4500,경기도 수원시 팔달구 우만동 9-1번지,경기도 수원시 팔달구 월드컵로 216,16495,37.2824877641,127.0412657131
사립,율곡고등학교,031-958-0832,경기도 파주시 법원읍 법원리 447-47번지,경기도 파주시 법원읍 사임당로 905,10826,37.8479925189,126.8813046156
공립,율면고등학교,031-641-0664,경기도 이천시 율면 고당리 545번지,경기도 이천시 율면 고당로 48,17423,37.0876989350,127.5425097566
공립,은행고등학교,031-363-5000,경기도 시흥시 은행동 543-2번지,경기도 시흥시 은행고길 85,14916,37.4434356225,126.8029403945
사립,은혜고등학교,031-615-2500,경기도 평택시 장안동 389-1번지,경기도 평택시 장안웃길 66,17731,37.0665423934,127.0816474057
공립,의정부고등학교,031-874-2996,경기도 의정부시 가능동 359-3번지,경기도 의정부시 녹양로 29,11617,37.7549213547,127.0312693096
공립,의정부공업고등학교,031-820-9600,경기도 의정부시 가능동 652번지,경기도 의정부시 가능로 57,11682,37.7487584579,127.0386637350
공립,이매고등학교,031-704-4042,경기도 성남시 분당구 이매동 147번지,경기도 성남시 분당구 탄천로 1,13565,37.3929123756,127.1216517188
공립,이천고등학교,031-645-0800,경기도 이천시 증포동 402번지,경기도 이천시 아리역로16번길 1,17353,37.2879712036,127.4476192601
공립,이천제일고등학교,"031-633-3271,3273",경기도 이천시 안흥동 140번지,경기도 이천시 애련정로 26,17361,37.2794842384,127.4582287155
사립,다산고등학교,031-645-7120,경기도 이천시 사음동 150-6번지,경기도 이천시 경충대로 2856,17308,37.2910442231,127.4289000887
공립,이포고등학교,031-882-9527,경기도 여주시 흥천면 계신리 468번지,경기도 여주시 흥천면 이여로 1075,12604,37.3763901551,127.5168294240
공립,인창고등학교,031-551-9305,경기도 구리시 인창동 669-3번지,경기도 구리시 왕숙천로 339,11922,37.6054673007,127.1464653856
공립,운암고등학교,031-370-5304,경기도 오산시 원동 815-6번지,경기도 오산시 운천로 12,18140,37.1438247389,127.0750516013
공립,부명고등학교,032-324-0163,경기도 부천시 중동 1173번지,경기도 부천시 석천로 127,14586,37.4990835954,126.7611531703
공립,경기국제통상고등학교,032-320-6218,경기도 부천시 중동 1171-1번지,경기도 부천시 석천로 141,14583,37.5004698151,126.7608566781
공립,상동고등학교,032-220-5007,경기도 부천시 상동 620-1번지,경기도 부천시 상이로 22,14594,37.4906353715,126.7450604886
공립,부천고등학교,032-611-9431,경기도 부천시 송내동 437번지,경기도 부천시 경인로92번길 70,14733,37.4799169870,126.7663071199
공립,부천공업고등학교,032-610-7428,경기도 부천시 송내동 455번지,경기도 부천시 경인로120번길 82,14733,37.4814071438,126.7667788978
공립,부천여자고등학교,032-249-0511,경기도 부천시 상동 314번지,경기도 부천시 석천로16번길 37,14621,37.4898020517,126.7615273961
공립,부천정보산업고등학교,032-322-2168,경기도 부천시 상동 391번지,경기도 부천시 신상로 94,14596,37.4969242818,126.7489113992
공립,부흥고등학교,031-389-7310,경기도 안양시 동안구 비산동 1102-2번지,경기도 안양시 동안구 달안로 15,14044,37.3932775243,126.9447224332
공립,분당고등학교,031-710-7700,경기도 성남시 분당구 수내동 25번지,경기도 성남시 분당구 내정로165번길 31,13597,37.3756329723,127.1160685825
공립,분당경영고등학교,031-8023-1305,경기도 성남시 분당구 금곡동 123번지,경기도 성남시 분당구 금곡로 289,13617,37.3550245428,127.1096921792
공립,분당중앙고등학교,031-8020-8201,경기도 성남시 분당구 정자동 220번지,경기도 성남시 분당구 불정로 174,13604,37.3606434223,127.1246256009
공립,불곡고등학교,031-710-2810,경기도 성남시 분당구 구미동 91번지,경기도 성남시 분당구 금곡로 149,13629,37.3484822566,127.1185214609
공립,일동고등학교,031-532-3811,경기도 포천시 일동면 기산리 96-59번지,경기도 포천시 일동면 화동로1079번길 28,11116,37.9606293210,127.3144216493
공립,일산고등학교,031-975-2487,경기도 고양시 일산서구 일산동 966-50번지,경기도 고양시 일산서구 원일로 53,10348,37.6889153661,126.7672585460
사립,일산대진고등학교,031-911-2477,경기도 고양시 일산서구 대화동 2097번지,경기도 고양시 일산서구 대산로 246,10367,37.6804616655,126.7515782804
공립,일산동고등학교,031-915-0522,경기도 고양시 일산서구 탄현동 1471번지,경기도 고양시 일산서구 탄현로 100,10249,37.7006593172,126.7686743561
공립,일산국제컨벤션고등학교,031-912-8033,경기도 고양시 일산서구 주엽동 41번지,경기도 고양시 일산서구 고봉로 133,10360,37.6728896094,126.7715777438
공립,장곡고등학교,031-362-8400,경기도 시흥시 장곡동 799번지,경기도 시흥시 장곡로70번길 8,15002,37.3801517171,126.7819752763
공립,장안고등학교,031-269-8575,경기도 수원시 장안구 정자동 886-3번지,경기도 수원시 장안구 대평로52번길 12,16316,37.2931276173,126.9955866633
사립,부원고등학교,031-645-6200,경기도 이천시 장호원읍 장호원리 261-5번지,경기도 이천시 장호원읍 서동대로 8857,17421,37.1167354092,127.6194846592
공립,저동고등학교,031-917-0671,경기도 고양시 일산동구 정발산동 1208번지,경기도 고양시 일산동구 무궁화로 165,10359,37.6708623966,126.7790360386
공립,적성융합고등학교,031-959-4169,경기도 파주시 적성면 마지리 156-1번지,경기도 파주시 적성면 솥뒤로33번길 60,10803,37.9543167349,126.9145276717
공립,전곡고등학교,031-832-2089,경기도 연천군 전곡읍 은대리 506-1번지,경기도 연천군 전곡읍 전은길 9-89,11025,38.0352260528,127.0691781081
사립,정명고등학교,032-653-0181,경기도 부천시 심곡본동 768-9번지,경기도 부천시 심곡로 100,14747,37.4750192648,126.7730502151
사립,경기경영고등학교,032-652-1701,경기도 부천시 심곡본동 768-9번지,경기도 부천시 심곡로 100,14747,37.4750192648,126.7730502151
공립,사우고등학교,031-985-2393,경기도 김포시 사우동 908번지,경기도 김포시 김포대로 824,10111,37.6192241080,126.7234338259
공립,동백고등학교,031-303-4100,경기도 용인시 기흥구 동백동 601번지,경기도 용인시 기흥구 동백7로 61,17000,37.2832809846,127.1586160048
공립,망포고등학교,031-547-1600,경기도 수원시 영통구 망포동 672-6번지,경기도 수원시 영통구 동탄지성로 468,16686,37.2337785465,127.0465213384
공립,매원고등학교,031-218-1543,경기도 수원시 영통구 매탄동 1229-11번지,경기도 수원시 영통구 삼성로213번길 120,16674,37.2656916259,127.0545969999
공립,반송고등학교,031-8055-3323,경기도 화성시 반송동 213번지,경기도 화성시 동탄반석로 21,18442,37.1927808676,127.0777181854
공립,봉담고등학교,031-278-3584,경기도 화성시 봉담읍 동화리 570번지,경기도 화성시 봉담읍 상봉길 42,18316,37.2178655985,126.9539005391
공립,수주고등학교,0326772321,경기도 부천시 고강동 275-11번지,경기도 부천시 역곡로 531,14403,37.5324255482,126.8151854722
공립,고양일고등학교,031-969-6756,경기도 고양시 덕양구 고양동 248-17번지,경기도 고양시 덕양구 읍내로 13,10275,37.6997309781,126.9013239150
공립,안곡고등학교,031-929-2805,경기도 고양시 일산동구 중산동 1718번지,경기도 고양시 일산동구 하늘마을로 75,10335,37.6820883104,126.7871835439
공립,고색고등학교,031-8012-6887,경기도 수원시 권선구 고색동 888-158번지,경기도 수원시 권선구 서둔로17번길 32,16623,37.2538509301,126.9823507279
공립,나루고등학교,031-8055-6700,경기도 화성시 반송동 179번지,경기도 화성시 금반2길 13,18440,37.1865674202,127.0719280134
공립,보라고등학교,031-8005-8780,경기도 용인시 기흥구 보라동 605번지,경기도 용인시 기흥구 한보라1로43번길 7,17081,37.2514577990,127.1106329995
공립,복정고등학교,031-720-1707,경기도 성남시 수정구 복정동 144-1번지,경기도 성남시 수정구 복정안골로 35,13114,37.4615560890,127.1373629568
공립,정발고등학교,031-904-2328,경기도 고양시 일산동구 마두동 894번지,경기도 고양시 일산동구 정발산로 185,10407,37.6636501346,126.7861694096
공립,정왕고등학교,031-488-5310,경기도 시흥시 정왕동 1849-4번지,경기도 시흥시 정왕대로118번길 13,15038,37.3504207703,126.7284016616
공립,조종고등학교,031-585-0383,경기도 가평군 조종면 현리 438번지,경기도 가평군 조종면 연등윗길 22,12438,37.8145202937,127.3469631944
공립,주엽고등학교,031-910-3800,경기도 고양시 일산서구 대화동 2168번지,경기도 고양시 일산서구 킨텍스로 341,10377,37.6760989118,126.7543663697
공립,경기영상과학고등학교,031-919-1160,경기도 고양시 일산서구 주엽동 95번지,경기도 고양시 일산서구 강선로 8,10365,37.6654128395,126.7621039642
공립,죽산고등학교,031-676-6321,경기도 안성시 죽산면 죽산리 318번지,경기도 안성시 죽산면 죽산향교길 52-9,17519,37.0820217811,127.4248766144
공립,죽전고등학교,031-8006-0303,경기도 용인시 수지구 죽전동 861-1번지,경기도 용인시 수지구 용구대로2771번길 23,16867,37.3327477695,127.1059017139
공립,중원고등학교,032-320-5994,경기도 부천시 중동 1025번지,경기도 부천시 도약로 111,14510,37.5121140361,126.7621109821
공립,중흥고등학교,032-722-3107,경기도 부천시 중동 1040-4번지,경기도 부천시 계남로 171,14536,37.5086032721,126.7686287765
공립,가평고등학교,031-580-7021,경기도 가평군 가평읍 대곡리 66-2번지,경기도 가평군 가평읍 호반로 2601,12421,37.8182513868,127.5121686098
공립,지평고등학교,031-773-7842,경기도 양평군 지평면 지평리 553번지,경기도 양평군 지평면 지평로 418,12541,37.4744658033,127.6345507559
공립,진건고등학교,031-570-3000,경기도 남양주시 진건읍 송능리 62-1번지,경기도 남양주시 진건읍 진건오남로 369-1,12129,37.6744817850,127.1979274230
사립,진성고등학교,02-803-2490,경기도 광명시 하안동 23-1번지,경기도 광명시 철망산로 84,14246,37.4695006242,126.8767590509
공립,포곡고등학교,031-329-3710,경기도 용인시 처인구 포곡읍 둔전리 88-2번지,경기도 용인시 처인구 포곡읍 포곡로210번길 26,17027,37.2724808680,127.2276264765
공립,향남고등학교,031-8059-9256,경기도 화성시 향남읍 행정리 488번지,경기도 화성시 향남읍 행정동로 49,18600,37.1288834109,126.9262383122
공립,산본고등학교,031-390-8331,경기도 군포시 산본동 1090번지,경기도 군포시 산본로 451-12,15820,37.3706531205,126.9258590301
공립,경기폴리텍고등학교,031-390-4514,경기도 군포시 산본동 1146-14번지,경기도 군포시 고산로 524,15825,37.3604844558,126.9237683735
사립,삼광고등학교,031-958-3780,경기도 파주시 적성면 식현리 284번지,경기도 파주시 적성면 청송로 701,10801,37.9455704160,126.8854950764
사립,삼괴고등학교,031-831-0600,경기도 화성시 우정읍 조암리 139번지,경기도 화성시 우정읍 장안로 35,18564,37.0898265507,126.8222939606
사립,삼일고등학교,031-8065-8800,경기도 수원시 팔달구 매향동 10-22번지,경기도 수원시 팔달구 수원천로392번길 44-28,16254,37.2845726332,127.0192211556
사립,서울삼육고등학교,0315123768,경기도 구리시 교문동 산90번지,경기도 구리시 아차산로487번길 70,11952,37.5951490840,127.1266905251
공립,서해고등학교,031-496-2969,경기도 시흥시 정왕동 1886-6번지,경기도 시흥시 정왕신길로 13,15021,37.3605767237,126.7238937133
공립,설악고등학교,031-584-7780,경기도 가평군 설악면 신천리 72번지,경기도 가평군 설악면 한양부로 21-1,12465,37.6820521503,127.4943294917
공립,성남테크노과학고등학교,031-753-0253,경기도 성남시 중원구 하대원동 153번지,경기도 성남시 중원구 둔촌대로258번길 7,13406,37.4276598978,127.1477440086
공립,성남고등학교,031-7290-300,경기도 성남시 중원구 성남동 2870번지,경기도 성남시 중원구 시민로 61,13359,37.4340307947,127.1471376757
공립,분당아람고등학교,031-706-0291,경기도 성남시 분당구 야탑동 216번지,경기도 성남시 분당구 장미로 153,13500,37.4137784158,127.1386782635
사립,경기관광고등학교,031-882-9196,경기도 여주시 대신면 율촌리 271번지,경기도 여주시 대신면 여양로 1416,12610,37.3754832213,127.5893980383
사립,창현고등학교,031-548-5000~1,경기도 수원시 팔달구 우만동 9-1번지,경기도 수원시 팔달구 월드컵로 216-1,16495,37.2849057534,127.0418489348
사립,청담고등학교,031-691-8095,경기도 평택시 팽성읍 송화리 810번지,경기도 평택시 팽성읍 팽성송화로 192,17991,36.9622132473,127.0624257712
공립,청명고등학교,031-201-9600,경기도 수원시 영통구 영통동 956-1번지,경기도 수원시 영통구 영통로 466,16707,37.2608982425,127.0772818035
공립,청운고등학교,031-771-7931,경기도 양평군 청운면 용두리 690-4번지,경기도 양평군 청운면 청운로 28,12530,37.5533396654,127.7114410955
공립,청학고등학교,031-821-3235,경기도 남양주시 별내면 청학리 408-1번지,경기도 남양주시 별내면 청학로68번길 47,12080,37.7118676951,127.1195820522
공립,초지고등학교,031-412-8492,경기도 안산시 단원구 초지동 725-1번지,경기도 안산시 단원구 광덕1로 13,15444,37.3100799334,126.8109217695
공립,충현고등학교,02-6922-6100,경기도 광명시 소하동 991-1번지,경기도 광명시 오리로348번길 62,14328,37.4330184830,126.8845783168
사립,태광고등학교,031-646-5100,경기도 평택시 신장동 263-6번지,경기도 평택시 탄현1로 155,17767,37.0738044432,127.0535055861
사립,태원고등학교,031-704-6601,경기도 성남시 분당구 야탑동 754-1번지,경기도 성남시 분당구 성남대로 822,13514,37.4036843873,127.1303768294
공립,태장고등학교,031-201-4114,경기도 수원시 영통구 영통동 973-2번지,경기도 수원시 영통구 영통로 250,16698,37.2493763585,127.0594176197
공립,경기대명고등학교,031-300-3600,경기도 수원시 권선구 당수동 122번지,경기도 수원시 권선구 수인로598번길 3-24,16364,37.2960324674,126.9399884982
공립,이천세무고등학교,031-641-6038,경기도 이천시 설성면 금당리 175번지,경기도 이천시 설성면 설성로15번길 26,17411,37.1360665474,127.5189040110
사립,성문고등학교,031-449-3607,경기도 안양시 만안구 안양동 501-28번지,경기도 안양시 만안구 성결대학로64번길 9,14097,37.3798168439,126.9251905283
사립,성보경영고등학교,031-742-7714,경기도 성남시 수정구 단대동 5번지,경기도 성남시 수정구 논골로 82,13132,37.4618444891,127.1585295413
공립,청덕고등학교,031-546-2500,경기도 용인시 기흥구 청덕동 524번지,경기도 용인시 기흥구 구성1로 21,16914,37.2923326893,127.1438968880
공립,시흥능곡고등학교,031-8084-8102,경기도 시흥시 능곡동 485번지,경기도 시흥시 승지로 107,14994,37.3739029160,126.8119082589
공립,시흥매화고등학교,031-365-8365,경기도 시흥시 매화동 196번지,경기도 시흥시 매화로 35,14941,37.4160925248,126.8159975142
공립,발곡고등학교,031-828-1500,경기도 의정부시 신곡동 248-36번지,경기도 의정부시 동일로454번길 150,11795,37.7284634153,127.0679314970
공립,신천고등학교,070-7871-5800,경기도 시흥시 신천동 534-2번지,경기도 시흥시 포도원로 50,14953,37.4351499706,126.7785451896
공립,오남고등학교,031-570-3300,경기도 남양주시 오남읍 양지리 80-4번지,경기도 남양주시 오남읍 진건오남로 784-27,12036,37.6982717708,127.2065540818
공립,의왕고등학교,031-462-9771-2,경기도 의왕시 삼동 268번지,경기도 의왕시 덕영대로 115,16103,37.3224837336,126.9584153030
공립,이충고등학교,031-612-0600,경기도 평택시 이충동 657번지,경기도 평택시 이충로35번길 50,17735,37.0574950248,127.0649272610
공립,신길고등학교,031-599-9896,경기도 안산시 단원구 신길동 1672번지,경기도 안산시 단원구 신길로 45,15402,37.3344592567,126.7876030884
공립,광남고등학교,031-761-8800,경기도 광주시 장지동 229-19번지,경기도 광주시 회안대로 350-32,12779,37.3846821042,127.2379072640
공립,광덕고등학교,031-8040-4600,경기도 안산시 상록구 월피동 236-37번지,경기도 안산시 상록구 순환로 532,15257,37.3401310296,126.8457117239
사립,경민고등학교,031-828-7801,경기도 의정부시 가능동 562-1번지,경기도 의정부시 서부로 545,11618,37.7468240687,127.0236699068
사립,경민비즈니스고등학교,031-828-7822,경기도 의정부시 가능동 562-1번지,경기도 의정부시 서부로 545,11618,37.7468240687,127.0236699068
사립,경민IT고등학교,031-828-7841,경기도 의정부시 가능동 562-1번지,경기도 의정부시 서부로 545,11618,37.7468240687,127.0236699068
사립,경안고등학교,031-483-1833,경기도 안산시 단원구 고잔동 677번지,경기도 안산시 단원구 당곡로 93,15335,37.3251891727,126.8349267472
사립,경화여자고등학교,031-799-0500,경기도 광주시 송정동 52-1번지,경기도 광주시 수하길11번길 43,12741,37.4201701325,127.2639238617
공립,계남고등학교,032-717-7100,경기도 부천시 중동 1185-1번지,경기도 부천시 부흥로 261,14581,37.4962159563,126.7710913265
사립,계원예술고등학교,031-710-8500,경기도 성남시 분당구 정자동 207번지,경기도 성남시 분당구 불정로 100,13606,37.3585967751,127.1160424589
사립,백송고등학교,031-929-0600,경기도 고양시 일산서구 덕이동 753-11번지,경기도 고양시 일산서구 덕이로172번길 4-39,10228,37.6973374489,126.7421866743
공립,고양고등학교,02-350-5700,경기도 고양시 덕양구 삼송동 45-2번지,경기도 고양시 덕양구 삼송로 171,10556,37.6542235609,126.8908742804
공립,고잔고등학교,031-486-6764,경기도 안산시 단원구 고잔동 776-1번지,경기도 안산시 단원구 광덕2로 222,15478,37.3087767724,126.8352293250
공립,과천고등학교,02-3419-9145,경기도 과천시 별양동 5번지,경기도 과천시 꿈보람길 26,13836,37.4308283282,126.9970264596
공립,토평고등학교,031-560-6000,경기도 구리시 토평동 962번지,경기도 구리시 장자대로111번길 41,11947,37.5893319269,127.1430530230
사립,통진고등학교,031-987-0127,경기도 김포시 통진읍 마송리 14-15번지,경기도 김포시 통진읍 김포대로 2165,10032,37.6858540171,126.6021470662
공립,퇴계원고등학교,031-570-1503,경기도 남양주시 퇴계원면 퇴계원로 ,,,,
공립,덕현고등학교,031-850-2600,경기도 양주시 만송동 703번지,경기도 양주시 고읍북로 36,11493,37.7982402900,127.0845521456
공립,서정고등학교,031-930-3909,경기도 고양시 덕양구 행신동 1065번지,경기도 고양시 덕양구 서정마을2로 39,10491,37.6212654499,126.8493407930
공립,운산고등학교,02-2610-3010,경기도 광명시 소하동 1285번지,경기도 광명시 한내일로 17,14311,37.4543112669,126.8833523909
공립,성안고등학교,031-363-0500,경기도 안산시 상록구 사동 1582번지,경기도 안산시 상록구 용신로 170,15578,37.3027503711,126.8423685211
사립,성일고등학교,031-750-1800,경기도 성남시 중원구 성남동 2876번지,경기도 성남시 중원구 시민로77번길 10,13370,37.4348824193,127.1455737778
사립,동광고등학교,031-754-4811,경기도 성남시 중원구 성남동 2876-1번지,경기도 성남시 중원구 원터로 84,13370,37.4346420159,127.1435628732
사립,성일정보고등학교,031-720-1300,경기도 성남시 중원구 성남동 2876번지,경기도 성남시 중원구 시민로77번길 10-2,13370,37.4332603450,127.1457057635
사립,세원고등학교,031-870-8300,경기도 고양시 일산동구 풍동 195번지,경기도 고양시 일산동구 숲속마을로 202,10305,37.6714682097,126.8033528605
공립,소래고등학교,031-313-6182,경기도 시흥시 은행동 108-8번지,경기도 시흥시 수인로3287번길 26,14950,37.4378355567,126.7948987483
사립,소명여자고등학교,070-7099-5521,경기도 부천시 원미구 부일로 571번길,,,,
공립,소하고등학교,02-6331-1210,경기도 광명시 소하동 1330번지,경기도 광명시 소하일로 21,14317,37.4472665345,126.8875705959
사립,송림고등학교,031-704-6705,경기도 성남시 분당구 이매동 378번지,경기도 성남시 분당구 이매로 100,13571,37.3916334395,127.1305263841
사립,송산고등학교,031-357-1117,경기도 화성시 송산면 사강리 625번지,경기도 화성시 송산면 송산포도로 102-21,18550,37.2164676270,126.7382437017
사립,세경고등학교,031-950-9920,경기도 파주시 파주읍 연풍리 산83-13번지,경기도 파주시 파주읍 술이홀로 379,10834,37.8325246457,126.8299553746
사립,파주여자고등학교,031-770-5900,경기도 파주시 월롱면 영태리 535번지,경기도 파주시 월롱면 함영골길 10,10945,37.7750967923,126.7860075764
사립,파주고등학교,031-952-2648,경기도 파주시 문산읍 당동리 140번지,경기도 파주시 문산읍 독산로31번길 39,10821,37.8592277632,126.7806723128
공립,수원하이텍고등학교,031-201-9000,경기도 수원시 영통구 영통동 1049-1번지,경기도 수원시 영통구 청명북로 56,16710,37.2562975256,127.0813446278
공립,평촌고등학교,031-383-4824,경기도 안양시 동안구 호계동 1054번지,경기도 안양시 동안구 동안로 80,14076,37.3865367846,126.9547354671
공립,평촌경영고등학교,031-387-0271,경기도 안양시 동안구 관양동 1587-2번지,경기도 안양시 동안구 학의로 186,14050,37.4010689421,126.9591043802
공립,평택고등학교,031-650-9843,경기도 평택시 합정동 368-11번지,경기도 평택시 중앙로 246,17903,36.9897593056,127.1083300842
공립,평택마이스터고등학교,031-659-1207,경기도 평택시 비전동 564-8번지,경기도 평택시 중앙1로 61,17890,36.9991123998,127.0911542304
공립,평택여자고등학교,031-690-0690,경기도 평택시 세교동 1-2번지,경기도 평택시 영신로 220,17842,37.0128923833,127.0902935709
공립,포천일고등학교,031-535-0692,경기도 포천시 군내면 하성북리 663번지,경기도 포천시 군내면 청군로 3426,11153,37.8947468341,127.2052299400
공립,풍덕고등학교,031-218-0500,경기도 용인시 수지구 풍덕천동 1121번지,경기도 용인시 수지구 정평로13번길 5,16843,37.3170428816,127.0892015387
사립,풍생고등학교,031-7508-402,경기도 성남시 수정구 수진동 4511-1번지,경기도 성남시 수정구 산성대로 111,13326,37.4350464152,127.1314095383
공립,과천중앙고등학교,02-3677-1807,경기도 과천시 갈현동 648번지,경기도 과천시 교육원로 17,13841,37.4222488517,126.9869010545
사립,라온고등학교,031-615-3400,경기도 평택시 서정동 2-73번지,경기도 평택시 경기대로1376번길 38-6,17730,37.0693743796,127.0669967464
공립,송현고등학교,031-850-8325,경기도 의정부시 민락동 735-4번지,경기도 의정부시 용민로 159,11803,37.7439398482,127.0908602331
공립,수내고등학교,031-715-8276,경기도 성남시 분당구 수내동 120번지,경기도 성남시 분당구 발이봉북로 15,13601,37.3661213092,127.1295447751
공립,수리고등학교,031-397-2818,경기도 군포시 산본동 1152-4번지,경기도 군포시 수리산로 39,15868,37.3552730181,126.9197771219
공립,운정고등학교,031-9507-334,경기도 파주시 목동동 1146번지,경기도 파주시 와석순환로 267,10891,37.7220494548,126.7362842067
공립,마석고등학교,031-590-9902,경기도 남양주시 화도읍 녹촌리 69번지,경기도 남양주시 화도읍 녹촌로 35,12187,37.6438811957,127.2994111418
공립,진접고등학교,031-570-0105,경기도 남양주시 진접읍 금곡리 1079번지,경기도 남양주시 진접읍 해밀예당2로 13,12057,37.7158603805,127.1903504419
공립,청북고등학교,031-647-5119,경기도 평택시 청북읍 옥길리 1145번지,경기도 평택시 청북읍 안청로4길 55,17806,37.0225028030,126.9198218604
