교육청명,교육지원청명,유치원명,설립유형,대표자명,유치원장명,설립일,개업일자,전화번호,홈페이지주소,운영시간,3세학급수,4세학급수,5세학급수,혼합학급수,특수학급수,인가총정원수,3세모집정원수,4세모집정원수,5세모집정원수,혼합모집정원수,특수학급모집정원수,3세영유아수,4세영유아수,5세영유아수,혼합영유아수,특수영유아수,공시차수,정제도로명주소,정제지번주소,정제우편번호,정제WGS84위도,정제WGS84경도
경기도교육청,화성오산교육지원청,예인유치원,사립(사인),최명애,남윤희,20000901,20000901,031-372-0803,http://cafe.daum.net/yeinkids,09시00분~19시00분,3,3,3,0,,280,54,66,78,0,,54,51,69,0,,20222,경기도 오산시 운천로 186,경기도 오산시 부산동 779-5번지,18132,37.1554042303,127.0790748566
경기도교육청,화성오산교육지원청,문시초등학교병설유치원,공립(병설),김태남,김태남,20100301,20100301,031-378-2851,http://www.munsi.es.kr/,09시00분~17시00분,,1,1,0,1,48,,20,24,0,4,,8,19,0,2,20222,경기도 오산시 여계산로 52-6,경기도 오산시 금암동 518번지,18109,37.1742811018,127.0452775929
경기도교육청,화성오산교육지원청,노블킨더유치원,사립(사인),윤완섭,이선희,20130924,20140301,031-373-8181,,09시00분~15시00분,3,2,2,0,,225,54,44,52,0,,34,40,50,0,,20222,경기도 오산시 외삼미로 127,경기도 오산시 외삼미동 170-1번지,18111,37.1966581061,127.0606932135
경기도교육청,화성오산교육지원청,하늘꿈의유치원,사립(사인),정영순,한지혜,20121127,20130301,031-8015-1212,https://dtsky.moapp.kr,09시00분~19시00분,4,4,3,0,,876,72,88,78,0,,69,86,67,0,,20222,경기도 오산시 외삼미로 162-52,경기도 오산시 외삼미동 119-6번지,18111,37.1967460585,127.0649858071
경기도교육청,화성오산교육지원청,원동초등학교병설유치원,공립(병설),한선희,한선희,19970303,19970303,031-376-2797,http://www.won-dong.es.kr/wah/main/index.htm,09시00분~18시00분,1,1,1,0,1,64,15,21,24,0,4,2,4,23,0,4,20222,경기도 오산시 오산로 92,경기도 오산시 원동 805번지,18146,37.1355306668,127.0697612698
경기도교육청,화성오산교육지원청,이림유치원,사립(사인),정진흥,이준경,19970305,19970305,031-374-1111,,09시00분~16시30분,5,5,5,0,,368,80,110,130,0,,72,110,110,0,,20222,경기도 오산시 남부대로441번길 24-6,경기도 오산시 고현동 73-1번지,18150,37.1355047173,127.0852424104
경기도교육청,화성오산교육지원청,성산초등학교병설유치원,공립(병설),배의식,배의식,19850301,19850301,031-377-4324,http://www.sungsan.es.kr/,09시00분~18시00분,,,1,1,1,46,,,26,16,4,,,12,6,4,20222,경기도 오산시 성호대로 43,경기도 오산시 오산동 524-1번지,18129,37.1504193716,127.0665576072
경기도교육청,구리남양주교육지원청,메이플유치원,사립(사인),강명례,강명례,20110325,20110325,031-551-0873,,09시00분~18시00분,3,4,5,0,,312,54,88,130,0,,53,88,120,0,,20222,경기도 남양주시 가운로3길 1,경기도 남양주시 다산동 692번지,12267,37.5976523306,127.1586122137
경기도교육청,구리남양주교육지원청,구룡초등학교병설유치원,공립(병설),이병덕,이병덕,20090303,20090303,031-559-0495,http://www.kr.es.kr,09시00분~18시00분,1,1,1,0,,64,16,22,26,0,,8,16,18,0,,20222,경기도 남양주시 늘을3로 120,경기도 남양주시 호평동 722번지,12146,37.6578443174,127.2526409287
경기도교육청,구리남양주교육지원청,빛과소금유치원,사립(법인),최삼경,이명원,20011211,20020304,031-572-1115,,09시00분~18시00분,1,3,3,0,,245,54,72,84,0,,18,49,69,0,,20212,경기도 남양주시 퇴계원읍 도제원로 32-1,경기도 남양주시 퇴계원읍 퇴계원리 249-60번지,12125,37.6509995222,127.1452633899
경기도교육청,구리남양주교육지원청,사능푸른유치원,사립(사인),장현식,김주연,20020306,20020306,031-573-5199,http://joo573.kidswon.com,09시00분~19시00분,3,2,3,0,,201,54,44,78,0,,54,44,78,0,,20222,경기도 남양주시 진건읍 진건오남로 12-88,경기도 남양주시 진건읍 사능리 410-2번지,12140,37.6509203634,127.1839998802
경기도교육청,구리남양주교육지원청,묵향유치원,사립(사인),홍현석,조자현,19961205,19970107,031-594-8053,,13시00분~19시00분,2,3,3,0,,208,36,66,78,0,,36,55,72,0,,20222,경기도 남양주시 화도읍 비룡로141번길 30,경기도 남양주시 화도읍 묵현리 126-10번지,12158,37.6638435591,127.2980308564
경기도교육청,구리남양주교육지원청,호만브레인유치원,사립(사인),정찬연,안미숙,20120229,20120228,031-593-9777,http://www.homanbrain.co.kr,13시30분~19시00분,3,3,3,0,,198,54,66,78,0,,54,66,78,0,,20222,경기도 남양주시 천마산로12번길 9,경기도 남양주시 호평동 266번지,12141,37.6625153222,127.2493487253
경기도교육청,구리남양주교육지원청,국제유치원,사립(사인),"김춘태,이정철",이주진,20141220,20150301,0315275955,http://kjip.or.kr,09시00분~19시00분,7,8,7,0,,570,126,176,182,0,,124,168,178,0,,20222,경기도 남양주시 별내3로 240,경기도 남양주시 별내동 910-1번지,12103,37.6595784556,127.1214816395
경기도교육청,구리남양주교육지원청,남양주다산초등학교병설유치원,공립(병설),장미정,장미정,20180301,20180305,031-522-3272,http://ndasan.es.kr/,09시00분~18시00분,1,1,1,0,1,62,13,21,26,0,2,11,15,11,0,2,20222,경기도 남양주시 다산중앙로146번길 55,경기도 남양주시 다산동 6049번지,12285,37.6266845436,127.1585701345
경기도교육청,구리남양주교육지원청,다산새봄초등학교병설유치원,공립(병설),김호연,김호연,20190304,20190308,031-522-7191,http://www.dasansaebom.es.kr/,09시00분~19시00분,1,1,1,0,1,66,14,22,26,0,4,9,11,15,0,4,20222,경기도 남양주시 다산순환로 417,경기도 남양주시 다산동 6128번지,12285,37.6198628381,127.1590772594
경기도교육청,구리남양주교육지원청,창현유치원,공립(단설),최정옥,최정옥,20200301,20200301,0315233594,http://www.창현유치원.kr/,08시00분~19시00분,4,3,4,0,1,230,56,66,104,0,4,42,58,79,0,4,20222,경기도 남양주시 화도읍 수레로1233번길 37,경기도 남양주시 화도읍 창현리 762번지,12186,37.6465209603,127.2987239036
경기도교육청,구리남양주교육지원청,다산한강초등학교병설유치원,공립(병설),이상호,이상호,20190301,20190301,031-523-7581,http://dshangang.es.kr,09시00분~19시00분,1,1,2,0,1,92,14,22,52,0,4,14,17,35,0,4,20222,경기도 남양주시 다산지금로146번길 11,경기도 남양주시 다산동 6236번지,12284,37.5994309506,127.1723795143
경기도교육청,구리남양주교육지원청,예닮유치원,사립(사인),정은희,정은희,20150127,20150302,031-575-1193,http://yedam2015.com,08시00분~18시00분,2,1,1,0,,142,40,40,20,0,,16,21,16,0,,20222,경기도 남양주시 별내면 송산로 663-43,경기도 남양주시 별내면 광전리 162번지,12090,37.6978358747,127.1229773845
경기도교육청,구리남양주교육지원청,별가람유치원,공립(단설),유은석,유은석,20150301,20150301,031-522-2700,http://www.byeolgaram.kg.kr/,09시00분~18시00분,2,2,2,0,1,128,28,44,52,0,4,26,38,39,0,4,20222,경기도 남양주시 별내3로 310,경기도 남양주시 별내동 859번지,12098,37.6653278557,127.1183343653
경기도교육청,구리남양주교육지원청,다산가람초등학교병설유치원,공립(병설),류덕주,류덕주,20180903,20180903,031-522-8893,http://dasangaram.es.kr/,08시40분~17시30분,1,1,1,0,1,66,14,22,26,0,4,13,18,25,0,4,20222,경기도 남양주시 다산중앙로81번길 51,경기도 남양주시 다산동 6136번지,12248,37.6195649250,127.1496847836
경기도교육청,구리남양주교육지원청,다산꽃다비유치원,공립(단설),유경애,유경애,20210901,20210901,031-830-4100,http://kdb2021.kg.kr,08시00분~19시00분,5,4,3,0,1,236,70,85,77,0,4,68,85,47,0,4,20222,경기도 남양주시 다산중앙로82번길 72-16,경기도 남양주시 다산동 6120번지,12249,37.6191704781,127.1627971429
경기도교육청,시흥교육지원청,군자유치원,사립(사인),최세희,이혜경,19970307,19970307,031-495-7336,http://cafe.naver.com/kunjakids,09시00분~18시00분,2,2,2,0,,174,36,44,52,0,,22,32,45,0,,20222,경기도 시흥시 군자로533번길 21,경기도 시흥시 거모동 1759-2번지,15068,37.3446112286,126.7865249678
경기도교육청,시흥교육지원청,새빛유치원,사립(사인),성환진,박현숙,20000327,20000327,031-432-0887,,09시00분~18시30분,,,,1,,70,,,,70,,,,,8,,20222,경기도 시흥시 군자로315번길 4,경기도 시흥시 거모동 612-1번지,15044,37.3582291080,126.7729022123
경기도교육청,시흥교육지원청,한울유치원,사립(사인),백명희,강미애,20100301,20100301,031-433-0052,,08시00분~18시30분,4,3,4,0,,234,72,66,96,0,,72,66,88,0,,20222,경기도 시흥시 오이도어시장로 33,경기도 시흥시 정왕동 1994-8번지,15015,37.3446124038,126.6914304017
경기도교육청,시흥교육지원청,세심유치원,사립(사인),이정렬,문영옥,19950928,19950928,031-311-6045,,09시30분~18시30분,1,1,1,0,,100,18,22,26,0,,18,22,20,0,,20222,경기도 시흥시 시흥대로 1059,경기도 시흥시 신천동 889-6번지,14951,37.4306185021,126.7923555001
경기도교육청,시흥교육지원청,시흥유치원,사립(사인),송준수,임경희,19961206,19961206,031-311-0670,,08시00분~18시30분,3,3,3,0,,261,54,66,78,0,,54,66,78,0,,20222,경기도 시흥시 은행로12번길 24,경기도 시흥시 은행동 277-1번지,14921,37.4329738155,126.7958373077
경기도교육청,시흥교육지원청,시흥초등학교병설유치원,공립(병설),김현숙,김현숙,19980301,19980301,070-7097-2970,,09시00분~17시00분,,,,1,1,22,,,,18,4,,,,18,4,20222,경기도 시흥시 정왕대로143번길 15,경기도 시흥시 정왕동 1871-4번지,15032,37.3519770914,126.7320891688
경기도교육청,시흥교육지원청,신천초등학교병설유치원,공립(병설),이금신,이금신,20000301,20000301,070-7097-2218,http://www.sinchen.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,10,,20222,경기도 시흥시 포도원로 88,경기도 시흥시 신천동 677-23번지,14953,37.4351434842,126.7834057497
경기도교육청,시흥교육지원청,해피아이유치원,사립(사인),강인석,유정희,20040902,20040902,031-317-1004,,08시00분~18시30분,2,2,3,0,,220,36,44,78,0,,36,44,78,0,,20222,경기도 시흥시 은행로 92,경기도 시흥시 은행동 547-7번지,14916,37.4397256236,126.7974583677
경기도교육청,시흥교육지원청,은행유치원,사립(사인),이문영,이문영,19960124,19960301,031-311-4430,,08시30분~18시00분,3,3,3,0,,235,54,66,78,0,,54,70,73,0,,20222,경기도 시흥시 검바위1로 9,경기도 시흥시 은행동 321-1번지,14921,37.4304290012,126.7938266457
경기도교육청,시흥교육지원청,보람유치원,사립(사인),신서호,최효숙,19970324,19970324,031-432-7979,http://www.boramkid.or.kr,08시00분~18시00분,4,3,3,0,,377,72,66,78,0,,72,66,76,0,,20222,경기도 시흥시 정왕천로408번길 19,경기도 시흥시 정왕동 1518번지,15051,37.3433524296,126.7534354761
경기도교육청,시흥교육지원청,풍림월드유치원,사립(사인),이윤옥,황은순,20030304,20030304,031-318-8518,http://www.world.kg.kr,09시00분~19시00분,2,1,2,0,,170,36,22,52,0,,32,18,40,0,,20222,경기도 시흥시 월곶해안로 87,경기도 시흥시 월곶동 1010-4번지,14964,37.3906508240,126.7356713032
경기도교육청,시흥교육지원청,아이그루유치원,사립(사인),강광석,오은희,20080205,20080205,031-314-3344,http://igrow.moapp.kr,08시00분~19시00분,1,1,1,1,,90,18,22,26,22,,18,19,22,12,,20222,경기도 시흥시 대골안길 26-1,경기도 시흥시 대야동 458-3번지,14905,37.4471294066,126.7890232191
경기도교육청,시흥교육지원청,소래유치원,사립(법인),이명수,이문석,19940301,19940301,031-313-1568,http://cafe.naver.com/soraekids,09시30분~17시00분,1,1,1,0,,85,16,22,26,0,,4,12,13,0,,20221,경기도 시흥시 윗대야2길 17,경기도 시흥시 대야동 121-1번지,14900,37.4555163472,126.7867503590
경기도교육청,시흥교육지원청,아란유치원,사립(사인),이승현,박문희,20000224,20000301,031-318-6155,,09시00분~18시00분,1,1,1,0,,179,16,22,24,0,,6,15,17,0,,20222,경기도 시흥시 하중로173번길 11,경기도 시흥시 하중동 849번지,14976,37.3963015240,126.8041454007
경기도교육청,시흥교육지원청,시화리라유치원,사립(사인),오인영,김선정,20020301,20020301,031-431-8000,https://blog.naver.com/rira-t,09시00분~18시30분,2,2,3,0,,345,32,44,78,0,,33,45,67,0,,20222,경기도 시흥시 정왕천로427번길 13,경기도 시흥시 정왕동 1179-3번지,15052,37.3460385142,126.7520089103
경기도교육청,시흥교육지원청,옥터초등학교병설유치원,공립(병설),김나영,김나영,19830301,19830301,070-7015-4415,,09시00분~17시00분,,,,1,,20,,,,20,,,,,12,,20222,경기도 시흥시 옥터로 33,경기도 시흥시 정왕동 1988번지,15015,37.3451152905,126.6924749707
경기도교육청,시흥교육지원청,목감초등학교병설유치원,공립(병설),오세원,오세원,19990301,19990301,070-7097-1557,,09시00분~17시00분,,,,1,,22,,,,22,,,,,11,,20222,경기도 시흥시 목감초등길 49,경기도 시흥시 논곡동 160-37번지,14984,37.3868583716,126.8589178860
경기도교육청,시흥교육지원청,진말초등학교병설유치원,공립(병설),전명희,전명희,20000301,20000301,031-317-2707,,09시00분~17시00분,,,,1,,22,,,,22,,,,,10,,20222,경기도 시흥시 황고개로 567,경기도 시흥시 장곡동 827번지,15002,37.3805943870,126.7881043993
경기도교육청,시흥교육지원청,서해초등학교병설유치원,공립(병설),김경준,김경준,20090310,20090310,031-434-7767,http://sohae.es.kr,09시00분~17시00분,1,1,1,0,,62,14,22,26,0,,9,10,26,0,,20222,경기도 시흥시 정왕대로53번길 14,경기도 시흥시 정왕동 1867-2번지,15030,37.3560959211,126.7251141775
경기도교육청,시흥교육지원청,승지초등학교병설유치원,공립(병설),남궁경,남궁경,20090301,20090301,031-8099-5980,http://www.seungji.es.kr/,09시00분~17시00분,,1,1,0,1,48,,20,24,0,4,,7,14,0,2,20222,경기도 시흥시 승지로 110,경기도 시흥시 능곡동 550번지,14994,37.3724381628,126.8126783425
경기도교육청,시흥교육지원청,연성초등학교병설유치원,공립(병설),이순이,이순이,19850305,19850305,070-7014-8775,,09시00분~17시00분,,,,1,,20,,,,20,,,,,3,,20222,경기도 시흥시 나분들길 44,경기도 시흥시 광석동 89-2번지,14979,37.3879563209,126.8183204635
경기도교육청,시흥교육지원청,다원유치원,사립(사인),안종민,김춘자,20030108,20030301,031-434-2336,,09시40분~18시00분,5,5,4,0,,391,90,110,117,0,,90,110,117,0,,20222,경기도 시흥시 정왕천로375번길 19,경기도 시흥시 정왕동 1569-9번지,15058,37.3426124292,126.7476060911
경기도교육청,시흥교육지원청,소망유치원,사립(사인),윤석철,윤영순,19910618,19910618,031-311-3210,,09시00분~18시00분,2,2,2,0,,160,36,48,52,0,,36,47,44,0,,20222,경기도 시흥시 대골안길 26-10,경기도 시흥시 대야동 457-12번지,14905,37.4475418982,126.7886688493
경기도교육청,시흥교육지원청,장곡초등학교병설유치원,공립(병설),유경순,유경순,19870306,19870306,070-7096-6380,,09시00분~17시00분,,,,1,,22,,,,22,,,,,5,,20222,경기도 시흥시 장곡로70번길 12,경기도 시흥시 장곡동 797번지,15002,37.3812683861,126.7818064938
경기도교육청,시흥교육지원청,해맑은유치원,사립(사인),김종칠,이은숙,20000818,20000818,031-317-9414,,08시00분~18시30분,2,1,1,0,,116,36,22,26,0,,36,22,26,0,,20222,경기도 시흥시 시청로 77,경기도 시흥시 장현동 540번지,14998,37.3809023841,126.7989224270
경기도교육청,시흥교육지원청,꿈나래유치원,사립(사인),신경숙,신경숙,20050316,20050316,031-435-3344,http://www.dreamnare.com/,09시00분~18시20분,2,3,2,0,,176,36,66,60,0,,36,66,56,0,,20222,경기도 시흥시 장곡로70번길 7-3,경기도 시흥시 장곡동 801-2번지,15002,37.3801529054,126.7806876095
경기도교육청,시흥교육지원청,시화유치원,공립(단설),이옥기,이옥기 ,20070103,20070301,031-319-0973,http://www.sihwa.kg.kr,08시00분~18시30분,1,2,2,0,1,113,16,43,50,0,4,15,21,27,0,3,20222,경기도 시흥시 큰솔로7번길 10,경기도 시흥시 정왕동 1418-2번지,15059,37.3392929752,126.7514887832
경기도교육청,시흥교육지원청,대야초등학교병설유치원,공립(병설),양경말,양경말,19990302,19990302,031-363-3084,http://www.idaeya.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,6,,20222,경기도 시흥시 대골안길 31,경기도 시흥시 대야동 456-2번지,14905,37.4468275168,126.7897835276
경기도교육청,시흥교육지원청,시흥도원초등학교병설유치원,공립(병설),김윤주,김윤주,20060301,20060301,031-404-7411,http://www.shdowon.es.kr,09시00분~17시00분,,,,1,,20,,,,20,,,,,10,,20222,경기도 시흥시 수인로3413번길 34,경기도 시흥시 신천동 438-1번지,14946,37.4400676420,126.7779327675
경기도교육청,시흥교육지원청,냉정초등학교병설유치원,공립(병설),차옥화,차옥화,20110305,20110305,031-8042-0702,http://naengjung.es.kr/,09시00분~17시00분,,,,1,,22,,,,22,,,,,14,,20222,경기도 시흥시 역전로 369,경기도 시흥시 정왕동 1872-3번지,15026,37.3577563477,126.7351016687
경기도교육청,시흥교육지원청,웃터골초등학교병설유치원,공립(병설),김종숙,김종숙,20100301,20100301,070-7096-7793,http://www.usturgol.es.kr,09시00분~17시00분,1,1,1,0,,64,16,22,26,0,,10,13,18,0,,20222,경기도 시흥시 은행고길 18,경기도 시흥시 은행동 94-11번지,14923,37.4396553092,126.7992789970
경기도교육청,시흥교육지원청,함현초등학교병설유치원,공립(병설),김진희,김진희,19980301,19980301,070-7097-0808,http://www.hamhyun.es.kr,09시00분~17시00분,1,1,1,0,,64,16,22,26,0,,5,13,20,0,,20222,경기도 시흥시 역전로 455,경기도 시흥시 정왕동 1878-10번지,15017,37.3652916942,126.7378823008
경기도교육청,파주교육지원청,가온호수유치원,사립(사인),김명숙,홍현영,20120924,20121001,031-945-7008,http://www.gaonhosu.co.kr,08시00분~18시30분,2,3,2,0,,157,36,66,52,0,,36,61,49,0,,20222,,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌,10908,37.7144763760,126.7585542766
경기도교육청,파주교육지원청,와석초등학교병설유치원,공립(병설),민병기,민병기,20060301,20060301,031-957-8715,http://pajuwaseok.es.kr,08시00분~19시00분,1,1,1,0,1,62,14,22,26,0,4,13,21,25,0,3,20222,경기도 파주시 한빛로 7,경기도 파주시 야당동 1008번지,10907,37.7104577265,126.7530351903
경기도교육청,파주교육지원청,예은유치원,사립(사인),곽동근,이경숙,20131210,20131210,031-948-0202,http://yekids.co.kr,07시30분~19시30분,5,8,8,0,,460,90,176,194,0,,90,173,190,0,,20222,경기도 파주시 한빛로 30,경기도 파주시 야당동 1014번지,10908,37.7124063431,126.7547401386
경기도교육청,파주교육지원청,아트숲유치원,사립(사인),박현,손경순,20140220,20140301,031-945-8333,http://www.artsoop.kr/,08시00분~19시00분,2,3,3,0,,205,36,66,78,0,,36,64,72,0,,20222,경기도 파주시 송학1길 126-50,경기도 파주시 야당동 229번지,10909,37.7158446179,126.7654730402
경기도교육청,파주교육지원청,예일유치원,사립(사인),곽동근,김성순,20070210,20070210,031-942-6633,http://www.oyeil.co.kr,08시00분~19시00분,5,3,3,0,,264,90,88,78,0,,88,64,64,0,,20222,경기도 파주시 책향기로 395,경기도 파주시 동패동 1689번지,10885,37.7245893664,126.7154244855
경기도교육청,파주교육지원청,대성동초등학교병설유치원,공립(병설),윤영희,윤영희,19830124,20110301,031-954-0407,,08시40분~17시00분,,,,1,,5,,,,5,,,,,5,,20222,경기도 파주시 군내면 대성동길 150,경기도 파주시 군내면 조산리 산32번지,10800,37.9435284207,126.6805529989
경기도교육청,파주교육지원청,가온유치원,공립(단설),김정희,김정희,20150301,20150310,031-949-7366,http://www.pjkgaon.kg.kr,08시00분~18시30분,2,2,2,0,1,124,28,42,51,0,3,26,40,46,0,4,20222,경기도 파주시 가온로 134,경기도 파주시 목동동 687번지,10900,37.7208275326,126.7466903622
경기도교육청,파주교육지원청,참한빛유치원,사립(사인),정희경,정희경,20141215,20150305,031-948-7955,https://0319487955.kidsnote.ac,08시00분~18시30분,2,2,2,0,,150,36,44,52,0,,36,44,49,0,,20222,,경기도 파주시 야당동 1026번지 한빛마을7단지한신휴플러스,10906,37.7083383509,126.7514114624
경기도교육청,파주교육지원청,운정초롱유치원,공립(단설),이경희,이경희,20210901,20210901,031-869-8900,http://www.unjeongchorong.kg.kr,08시00분~19시00분,3,2,3,0,2,170,46,42,74,0,8,40,42,65,0,8,20222,경기도 파주시 양지로 101,경기도 파주시 동패동 2122번지,10888,37.7101892028,126.7199215115
경기도교육청,파주교육지원청,솔가람유치원,사립(사인),신인숙,신인숙,20171025,20180301,031-946-2123,,09시00분~17시00분,2,3,2,0,,164,36,66,52,0,,36,56,52,0,,20222,,경기도 파주시 와동동 1332번지 엘크루가람마을5단지,10895,37.7357617120,126.7608388327
경기도교육청,화성오산교육지원청,운천초등학교병설유치원,공립(병설),양인숙,양인숙,20000420,20000420,031-659-7520,http://www.uncheon.es.kr,08시40분~17시30분,1,1,1,0,,64,16,22,26,0,,5,12,15,0,,20222,경기도 오산시 운암로 116,경기도 오산시 부산동 778-4번지,18132,37.1559475051,127.0797588230
경기도교육청,화성오산교육지원청,대호초등학교병설유치원,공립(병설),이윤미,이윤미,20050301,20050301,031-378-3185,http://www.dho.es.kr,09시00분~17시00분,1,1,1,0,,64,16,22,26,0,,8,12,24,0,,20222,경기도 오산시 궐리사로46번길 3,경기도 오산시 궐동 661번지,18122,37.1591040200,127.0578922949
경기도교육청,화성오산교육지원청,운산초등학교병설유치원,공립(병설),이남희,이남희,20000904,20000904,031-377-6549,,09시00분~17시00분,,,1,1,,42,,,26,16,,,,15,11,,20222,경기도 오산시 운암로 72,경기도 오산시 오산동 923-1번지,18132,37.1526404320,127.0775360978
경기도교육청,화성오산교육지원청,오산원일초등학교병설유치원,공립(병설),이숙노,이숙노,20070626,20070626,031-378-6284,,09시00분~17시30분,,1,1,0,,48,,22,26,0,,,12,26,0,,20222,경기도 오산시 오산로132번길 27,경기도 오산시 원동 360-19번지,18143,37.1391973098,127.0716658722
경기도교육청,화성오산교육지원청,필봉초등학교병설유치원,공립(병설),채경순,채경순,20110301,20110301,031-372-5716,,09시00분~17시00분,,,,1,,22,,,,22,,,,,15,,20222,경기도 오산시 수청로 124,경기도 오산시 금암동 486번지,18108,37.1788153201,127.0524151586
경기도교육청,화성오산교육지원청,오산원당초등학교병설유치원,공립(병설),강운석,강운석 ,20060302,20060302,031-378-4916,http://www.o-dang.es.kr/,09시00분~17시00분,,,,1,,20,,,,20,,,,,15,,20222,경기도 오산시 부원로87번길 37-7,경기도 오산시 원동 30-22번지,18149,37.1422491813,127.0909706626
경기도교육청,부천교육지원청,성가정유치원,사립(사인),이음재,김유미,19820504,19820504,032-672-2888,http://cafe.naver.com/6722888,09시30분~19시00분,2,2,2,0,,270,40,30,60,0,,34,36,38,0,,20222,경기도 부천시 삼작로268번길 65-6,경기도 부천시 도당동 71번지,14482,37.5171152683,126.7913471205
경기도교육청,부천교육지원청,더중앙유치원,사립(사인),한현희,한현희,20131127,20140301,032-672-6655,https://blog.naver.com/hhh7701,08시30분~18시30분,1,1,1,0,,90,12,24,26,0,,5,17,23,0,,20222,경기도 부천시 오정로266번길 15,경기도 부천시 오정동 112-4번지,14434,37.5307616636,126.7883545952
경기도교육청,부천교육지원청,중동초등학교병설유치원,공립(병설),염기숙,염기숙,20090309,20090309,070-7016-4169,,09시00분~16시40분,,1,1,0,,48,,22,26,0,,,3,14,0,,20222,경기도 부천시 심중로75번길 37,경기도 부천시 중동 1290번지,14613,37.4900313988,126.7694207330
경기도교육청,부천교육지원청,고리울초등학교병설유치원,공립(병설),전월희,전월희,20050301,20050301,070-7094-0991,http://wwwgoriwool.es.kr,08시40분~17시00분,,,1,1,1,64,,,25,35,4,,,10,5,3,20222,경기도 부천시 고리울로 93,경기도 부천시 고강동 325-4번지,14409,37.5272751434,126.8270818764
경기도교육청,부천교육지원청,부천일신초등학교병설유치원,공립(병설),신상금,신상금,20040301,20040301,070-7099-4739,,09시00분~17시00분,,,1,0,,26,,,26,0,,,,16,0,,20222,경기도 부천시 범안로96번길 26,경기도 부천시 범박동 153-8번지,14776,37.4735738088,126.8070033508
경기도교육청,부천교육지원청,솔안초등학교병설유치원,공립(병설),장수열,장수열,20040301,20040301,070-7099-5724,,09시00분~17시00분,,,,1,,22,,,,22,,,,,4,,20222,경기도 부천시 경인로1185번길 27,경기도 부천시 송내동 702-1번지,14742,37.4856524046,126.7509584579
경기도교육청,부천교육지원청,목화유치원,사립(사인),최철,이정숙,19901231,19901231,032-662-1096,https://www.instagram.com/mokwha_kinder/,09시30분~19시00분,2,2,2,0,,128,32,44,52,0,,16,42,43,0,,20222,경기도 부천시 경인로29번길 32-1,경기도 부천시 송내동 340번지,14729,37.4843477643,126.7599070762
경기도교육청,부천교육지원청,송내초등학교병설유치원,공립(병설),양동준,양동준,19990125,19990301,070-7099-3550,http://www.songnae.es.kr,09시00분~17시00분,1,1,1,0,1,61,14,20,23,0,4,6,8,7,0,5,20222,경기도 부천시 석천로 27,경기도 부천시 상동 430번지,14622,37.4905715172,126.7591782741
경기도교육청,부천교육지원청,원미유치원,사립(사인),서병만,서병만,19791227,19791227,032-667-0088,http://www.weonmi.co.kr,08시00분~18시00분,1,1,2,0,,120,16,24,48,0,,8,21,38,0,,20212,,경기도 부천시 원미구 조종로50번길 76,14572,,
경기도교육청,부천교육지원청,부천양지초등학교병설유치원,공립(병설),황혜경,황혜경,20060307,20060307,070-7099-0616,,09시00분~19시00분,1,1,1,0,,65,16,22,27,0,,15,17,23,0,,20222,경기도 부천시 안곡로 130,경기도 부천시 괴안동 42-17번지,14686,37.4805818533,126.8155118739
경기도교육청,부천교육지원청,부천여월초등학교병설유치원,공립(병설),이순희,이순희,19980301,19980301,070-7096-7558,,09시00분~17시00분,,,1,1,,46,,,26,20,,,,12,7,,20222,경기도 부천시 성곡로63번길 23,경기도 부천시 여월동 47번지,14485,37.5181206593,126.7966900798
경기도교육청,부천교육지원청,부천역곡초등학교병설유치원,공립(병설),백수만,백수만,20000301,20000301,070-7096-6417,,09시00분~19시00분,1,1,1,0,,64,16,22,26,0,,4,10,14,0,,20222,경기도 부천시 역곡로65번길 12,경기도 부천시 역곡동 178-17번지,14658,37.4907924162,126.8074777641
경기도교육청,부천교육지원청,석천초등학교병설유치원,공립(병설),박경령,박경령,20021206,20030303,070-7099-9681,,09시00분~17시00분,1,1,1,0,,64,16,22,26,0,,11,15,23,0,,20222,경기도 부천시 계남로 29,경기도 부천시 상동 525-4번지,14508,37.5105205855,126.7523846033
경기도교육청,부천교육지원청,소새울유치원,공립(단설),노점순,노점순,20090301,20090301,070-7099-0572,http://sosaeul.kg.kr/smain.html,08시00분~18시00분,2,2,1,0,2,98,28,40,22,0,8,15,36,21,0,8,20222,경기도 부천시 은성로 58,경기도 부천시 소사본동 193번지,14762,37.4736068343,126.7973336046
경기도교육청,부천교육지원청,미래유치원,사립(사인),이재경,문혜경,19940907,19940907,032-667-6167,http://www.mrkinder.com,09시30분~18시00분,2,2,2,0,,152,36,44,52,0,,36,44,52,0,,20222,경기도 부천시 옥산로 89,경기도 부천시 중동 1104-3번지,14550,37.5014465398,126.7803627786
경기도교육청,부천교육지원청,약대초등학교병설유치원,공립(병설),임봉섭,임봉섭,19860301,19860301,070-7094-1689,http://www.yakdae.es.kr,09시00분~17시00분,1,1,1,0,1,66,14,22,26,0,4,9,9,14,0,4,20222,경기도 부천시 수도로66번길 14,경기도 부천시 약대동 112번지,14517,37.5134863863,126.7726546283
