설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,문시중학교,031-378-6453,경기도 오산시 금암동 519번지,경기도 오산시 여계산로 52-24,18109,37.1744325279,127.0471578846
공립,삼평중학교,031-8016-1012,경기도 성남시 분당구 삼평동 727번지,경기도 성남시 분당구 대왕판교로644번길 77,13492,37.4005285950,127.1159303111
공립,덕이중학교,031-913-7861,경기도 고양시 일산서구 하이파크3로,,,,
공립,상하중학교,031-548-6300,경기도 용인시 기흥구 상하동 672번지,경기도 용인시 기흥구 중부대로746번길 16-29,17077,37.2615341135,127.1357077498
공립,호원중학교,031-829-0742,경기도 의정부시 호원동 284-5번지,경기도 의정부시 호암로 205,11639,37.7193084777,127.0446559217
공립,회룡중학교,031-878-2234~6,경기도 의정부시 호원동 274-25번지,경기도 의정부시 안말로 45,11642,37.7153845122,127.0438289827
공립,효자중학교,031-852-4136,경기도 의정부시 신곡동 768-2번지,경기도 의정부시 부용로185번길 15,11771,37.7521842291,127.0773176707
공립,이천경남중학교,031-641-6038,경기도 이천시 설성면 금당리 175번지,경기도 이천시 설성면 설성로15번길 26,17411,37.1360665474,127.5189040110
공립,대월중학교,031-632-1006,경기도 이천시 대월면 초지리 306-3번지,경기도 이천시 대월면 대평로150번길 20,17343,37.2244335089,127.4914557069
공립,모가중학교,031-632-3016,경기도 이천시 모가면 진가리 227-1번지,경기도 이천시 모가면 진상미로1385번길 114,17408,37.1766018842,127.4733806368
공립,백사중학교,031-634-6442,경기도 이천시 백사면 신대리 20-1번지,경기도 이천시 백사면 이여로 309,17310,37.3237202860,127.4739270437
공립,부발중학교,031-631-9352,경기도 이천시 부발읍 무촌리 58-1번지,경기도 이천시 부발읍 죽당로 21,17321,37.2853054929,127.4941450525
공립,청옥중학교,031-686-6341,경기도 평택시 청북읍 옥길리 1126번지,경기도 평택시 청북읍 안청로1길 11,17809,37.0147453960,126.9151034195
공립,초월중학교,031-799-4700,경기도 광주시 초월읍 쌍동리 149-1번지,경기도 광주시 초월읍 도곡길21번길 28,12736,37.3670875708,127.3031995959
공립,운양중학교,031-5186-8700,경기도 김포시 장기동 2000-2번지,경기도 김포시 김포한강2로24번길 50,10079,37.6450081806,126.6764986013
공립,한숲중학교,031-280-2300,경기도 용인시 처인구 남사읍 완장리 950번지,경기도 용인시 처인구 남사읍 한숲로 109,17117,37.1577734789,127.1728647844
공립,하늘빛중학교,031-986-3168,경기도 김포시 운양동 1295-4번지,경기도 김포시 김포한강11로 354,10073,37.6549017920,126.6877826780
공립,옥빛중학교,031-894-0899,경기도 양주시 옥정동 1082번지,경기도 양주시 옥정동로3길 57,11476,37.8145838350,127.0956968510
공립,위례중앙중학교,031-759-8681,경기도 성남시 수정구 창곡동 503번지,경기도 성남시 수정구 위례순환로 91,13639,37.4718702444,127.1381839404
공립,위례한빛중학교,031-5171-0600,경기도 성남시 수정구 창곡동 568번지,경기도 성남시 수정구 위례동로 85,13645,37.4680081978,127.1487421765
공립,배곧중학교,031-8099-9920,경기도 시흥시 배곧동 148번지,경기도 시흥시 배곧4로 72,15010,37.3749451511,126.7308950470
공립,시흥가온중학교,031-365-8200,경기도 시흥시 장현동 594번지,경기도 시흥시 장현순환로 100,14996,37.3735983271,126.7953875466
공립,하길중학교,031-8077-2305,경기도 화성시 향남읍 하길리 1510번지,경기도 화성시 향남읍 상신하길로274번길 10,18611,37.1122841189,126.9088501886
공립,산들중학교,031-930-6794,경기도 파주시 목동동 918번지,경기도 파주시 교하로 43,10872,37.7307834504,126.7321658813
공립,운정중학교,031-770-0800,경기도 파주시 야당동 1032번지,경기도 파주시 와석순환로 35-33,10906,37.7079598609,126.7556922520
공립,덕장중학교,031-421-2102,경기도 의왕시 청계동 973번지,경기도 의왕시 덕장로 55,16007,37.3932307235,126.9988142219
사립,심석중학교,031-593-4919,경기도 남양주시 화도읍 마석우리 215-9번지,경기도 남양주시 화도읍 마석로 62,12176,37.6560257329,127.3068836368
공립,오남중학교,031-574-1987,경기도 남양주시 오남읍 양지리 49번지,경기도 남양주시 오남읍 진건오남로808번길 34,12036,37.7014066550,127.2058497411
사립,연세중학교,031-576-9860,경기도 남양주시 조안면 송촌리 760번지,경기도 남양주시 조안면 북한강로 545,12280,37.5685284832,127.3219326530
공립,인창중학교,031-552-9983,경기도 구리시 인창동 669-2번지,경기도 구리시 건원대로34번길 118,11922,37.6065036303,127.1463925035
공립,장자중학교,031-556-6232,경기도 구리시 교문동 823번지,경기도 구리시 장자호수길 45,11949,37.5858825406,127.1351183517
공립,토평중학교,031-556-6195,경기도 구리시 토평동 963번지,경기도 구리시 장자대로111번길 61,11947,37.5900655993,127.1442388594
공립,퇴계원중학교,031-570-1406,경기도 남양주시 퇴계원읍 퇴계원리 283-1번지,경기도 남양주시 퇴계원읍 퇴계원로 49-8,12120,37.6523309135,127.1414253193
공립,호평중학교,031-591-9158,경기도 남양주시 호평동 667번지,경기도 남양주시 호평로 76-7,12151,37.6560073318,127.2492005479
공립,화광중학교,031-594-1736,경기도 남양주시 화도읍 월산리 99번지,경기도 남양주시 화도읍 경춘로 2226,12190,37.6527604157,127.3349501992
공립,고암중학교,031-859-2253,경기도 양주시 덕정동 210번지,경기도 양주시 고암길 305-18,11456,37.8343774270,127.0679963770
사립,남문중학교,031-863-3837,경기도 양주시 남면 신산리 186-2번지,경기도 양주시 남면 개나리18길 1,11404,37.8972023738,126.9798569711
공립,덕정중학교,031-858-1075,경기도 양주시 덕정동 151-10번지,경기도 양주시 화합로 1397,11450,37.8424904152,127.0634369459
사립,동두천여자중학교,031-860-7400,경기도 동두천시 생연동 산43-1번지,경기도 동두천시 평화로2452번길 31,11314,37.9066714091,127.0608056916
사립,동두천중학교,031-860-1400,경기도 동두천시 생연동 451번지,경기도 동두천시 평화로2434번길 8,11314,37.9047278365,127.0592588569
공립,이천송정중학교,031-631-8300,경기도 이천시 송정동 375-31번지,경기도 이천시 영창로45번길 139,17344,37.2934805330,127.4332528355
사립,이천양정여자중학교,031-633-7804,경기도 이천시 관고동 77번지,경기도 이천시 영창로 119,17354,37.2846758280,127.4368254627
공립,이천중학교,031-634-7582,경기도 이천시 안흥동 148번지,경기도 이천시 애련정로 50,17361,37.2793392679,127.4561644868
공립,효양중학교,031-645-5002,경기도 이천시 부발읍 산촌리 533-2번지,경기도 이천시 부발읍 대산로545번길 18,17322,37.2657709308,127.4821351196
사립,광탄중학교,031-956-0010,경기도 파주시 광탄면 신산리 227-69번지,경기도 파주시 광탄면 혜음로 1128,10948,37.7819417905,126.8473215655
공립,교하중학교,"031-8071-9600,9601",경기도 파주시 동패동 1706번지,경기도 파주시 책향기로 194,10874,37.7227504408,126.7208223677
사립,문산동중학교,031-952-2645,경기도 파주시 문산읍 당동리 140번지,경기도 파주시 문산읍 독산로31번길 39,10821,37.8592277632,126.7806723128
공립,문산북중학교,031-950-9661,경기도 파주시 문산읍 당동리 149번지,경기도 파주시 문산읍 당동1로 22,10819,37.8629563873,126.7758158191
사립,문산수억중학교,031-952-2401,경기도 파주시 파주읍 봉서리 1번지,경기도 파주시 파주읍 우계로 357,10836,37.8520318841,126.8025552210
공립,문산중학교,031-943-2645,경기도 파주시 야동동 361번지,경기도 파주시 평화로 190,10849,37.7726110550,126.7628906695
공립,봉일천중학교,031-9565-900,경기도 파주시 조리읍 봉일천리 257번지,경기도 파주시 조리읍 두루봉로 47,10938,37.7483543825,126.8132118153
사립,삼광중학교,031-958-5889,경기도 파주시 적성면 식현리 284번지,경기도 파주시 적성면 청송로 701,10801,37.9455704160,126.8854950764
공립,어유중학교,031-958-4372,경기도 파주시 적성면 어유지리 306번지,경기도 파주시 적성면 율곡로 2875,10804,37.9939205454,126.9882629890
공립,지산중학교,031-950-3400,경기도 파주시 와동동 1356-1번지,경기도 파주시 미래로 532,10894,37.7247665872,126.7524035688
공립,동패중학교,031-8071-8175,경기도 파주시 동패동 1765번지,경기도 파주시 교하로 381,10905,37.7085451505,126.7358782640
공립,부곡중앙중학교,031-462-7671,경기도 군포시 부곡동 1095번지,경기도 군포시 송부로 241,15881,37.3235981003,126.9383618617
공립,신백현중학교,031-8017-0392,경기도 성남시 분당구 백현동 566번지,경기도 성남시 분당구 판교역로50번길 19,13536,37.3862951840,127.1102192139
공립,이천사동중학교,031-637-6269,경기도 이천시 대월면 사동리 519번지,경기도 이천시 대월면 경충대로2050번길 68-13,17335,37.2481137294,127.4966060383
공립,일산양일중학교,031-960-1510,경기도 고양시 일산동구 식사동 1554번지,경기도 고양시 일산동구 위시티3로 47,10323,37.6767759216,126.8154824639
공립,서천중학교,031-273-6407,경기도 용인시 기흥구 서천동 796번지,경기도 용인시 기흥구 서천동로 7,17106,37.2399991309,127.0759666892
공립,선유중학교,031-956-8410,경기도 파주시 문산읍 선유리 1395번지,경기도 파주시 문산읍 독서울1길 37,10812,37.8669281104,126.8021874530
공립,성서중학교,031-8008-1500,경기도 용인시 수지구 성복동 769번지,경기도 용인시 수지구 성복1로 137,16855,37.3151962900,127.0643493002
공립,예당중학교,031-8053-8388,경기도 화성시 석우동 61-1번지,경기도 화성시 노작로 226-35,18460,37.2080019501,127.0792224085
공립,신현중학교,031-724-3700,경기도 광주시 신현동 753-1번지,경기도 광주시 태재로 20-17,12771,37.3579665966,127.1512204737
공립,한가람중학교,031-950-7900,경기도 파주시 와동동 1316번지,경기도 파주시 금바위로 77,10895,37.7311194506,126.7564591388
공립,이의중학교,031-8006-2919,경기도 수원시 영통구 하동 981번지,경기도 수원시 영통구 법조로 129,16512,37.2913327600,127.0707259270
공립,푸른솔중학교,031-996-1673,경기도 김포시 장기동 1866-3번지,경기도 김포시 김포한강2로 328,10081,37.6524146848,126.6671777562
사립,양곡중학교,031-981-0140,경기도 김포시 양촌읍 양곡리 286-1번지,경기도 김포시 양촌읍 양곡4로 138,10057,37.6596364518,126.6251489050
사립,통진중학교,031-987-1122,경기도 김포시 통진읍 마송리 14-15번지,경기도 김포시 통진읍 김포대로 2165,10032,37.6858540171,126.6021470662
공립,풍무중학교,031-997-1692,경기도 김포시 풍무동 545-1번지,경기도 김포시 유현로33번길 60,10120,37.6001102918,126.7266912039
공립,하성중학교,031-988-7263,경기도 김포시 하성면 마곡리 640-1번지,경기도 김포시 하성면 애기봉로806번길 30,10011,37.7180116568,126.6284340320
공립,교문중학교,031-553-4890,경기도 구리시 교문동 808-2번지,경기도 구리시 장자대로37번길 15,11938,37.5886007140,127.1338591320
공립,구리중학교,031-551-4191,경기도 구리시 수택동 784번지,경기도 구리시 장자대로 89-1,11940,37.5896767131,127.1408312862
공립,구리여자중학교,031-563-4372,경기도 구리시 토평동 214번지,경기도 구리시 벌말로 168,11945,37.5907443987,127.1512131552
공립,금곡중학교,031-592-7087,경기도 남양주시 금곡동 152-9번지,경기도 남양주시 경춘로 1008,12238,37.6337186623,127.2141976830
공립,덕소중학교,031-577-0714,경기도 남양주시 와부읍 도곡리 1036-4번지,경기도 남양주시 와부읍 도곡길 7,12269,37.5798635211,127.2257518469
공립,도농중학교,031-555-4082,경기도 남양주시 다산동 4002-40번지,경기도 남양주시 미금로 234,12251,37.6108979838,127.1634463286
공립,동구중학교,031-567-0618,경기도 구리시 인창동 483-7번지,경기도 구리시 동구릉로103번길 75,11914,37.6126072437,127.1350444682
사립,동화중학교,031-551-0528,경기도 남양주시 다산동 4106번지,경기도 남양주시 경춘로 434,12259,37.6074136174,127.1616379495
공립,미금중학교,031-562-9762,경기도 남양주시 다산동 3526번지,경기도 남양주시 미금로 140,12250,37.6149781712,127.1592921859
공립,별내중학교,031-841-4765,경기도 남양주시 별내면 청학리 421번지,경기도 남양주시 별내면 청학로132번길 30,12087,37.7110249669,127.1126656491
사립,수동중학교,031-593-6050,경기도 남양주시 수동면 입석리 333-3번지,경기도 남양주시 수동면 비룡로 790-22,12029,37.7091244743,127.3248074713
공립,신곡중학교,031-844-2431,경기도 의정부시 신곡동 685-2번지,경기도 의정부시 추동로24번길 23,11742,37.7431612124,127.0598668020
공립,다온중학교,031-876-5074,경기도 의정부시 가능동 833번지,경기도 의정부시 둔야로49번길 30,11672,37.7412361009,127.0373030247
공립,의정부여자중학교,031-873-8612,경기도 의정부시 가능동 653-24번지,경기도 의정부시 신흥로365번길 40,11679,37.7499790732,127.0396437241
공립,천보중학교,031-849-8600,경기도 의정부시 금오동 469-2번지,경기도 의정부시 부용로 61,11752,37.7506610706,127.0649532420
공립,충의중학교,031-850-3203,경기도 의정부시 민락동 735-7번지,경기도 의정부시 용현로 125,11803,37.7419370952,127.0903378007
공립,의왕중학교,031-453-8951,경기도 의왕시 오전동 350-1번지,경기도 의왕시 등칙골길 28,16059,37.3520362268,126.9755800955
공립,흥진중학교,031-390-5142,경기도 군포시 금정동 875-6번지,경기도 군포시 오금로 15-35,15864,37.3528550577,126.9285690078
공립,고촌중학교,031-986-0235,경기도 김포시 고촌읍 신곡리 446-2번지,경기도 김포시 고촌읍 신곡로 106,10124,37.6084954579,126.7681162258
공립,김포여자중학교,031-983-2071,경기도 김포시 사우동 216번지,경기도 김포시 봉화로 37-15,10107,37.6183979076,126.7130064471
공립,금파중학교,031-998-4121,경기도 김포시 북변동 811번지,경기도 김포시 김포대로926번길 88-9,10097,37.6240621445,126.7190206788
공립,김포중학교,031-982-2171,경기도 김포시 북변동 477번지,경기도 김포시 봉화로 83,10106,37.6221859787,126.7079918965
사립,분진중학교,031-987-1725,경기도 김포시 월곶면 군하리 70번지,경기도 김포시 월곶면 애기봉로11번길 86,10024,37.7192682125,126.5529658366
공립,수지중학교,031-261-0236,경기도 용인시 수지구 풍덕천동 663번지,경기도 용인시 수지구 수풍로 102,16830,37.3329070816,127.0943642307
공립,영문중학교,031-320-4619,경기도 용인시 처인구 포곡읍 영문리 554번지,경기도 용인시 처인구 포곡읍 영문로 70,17040,37.2719572679,127.2083747023
사립,용동중학교,031-338-3020,경기도 용인시 처인구 양지면 남곡리 164-1번지,경기도 용인시 처인구 양지면 남곡로 26,17161,37.2315093190,127.2829676092
공립,용인중학교,031-330-5000,경기도 용인시 처인구 김량장동 203-3번지,경기도 용인시 처인구 금학로341번길 8,17044,37.2386220035,127.2005660883
공립,이현중학교,031-266-8032,경기도 용인시 수지구 풍덕천동 1181-1번지,경기도 용인시 수지구 진산로34번길 39,16925,37.3153026998,127.0969191229
공립,정평중학교,031-265-9812,경기도 용인시 수지구 풍덕천동 1117번지,경기도 용인시 수지구 정평로 21,16843,37.3180747885,127.0878528786
공립,죽전중학교,031-265-5141,경기도 용인시 수지구 죽전동 873-4번지,경기도 용인시 수지구 용구대로2771번길 15,16867,37.3323747465,127.1075743207
공립,방교중학교,031-369-9300,경기도 화성시 송동 688번지,경기도 화성시 동탄산척로1길 23,18488,37.1747358261,127.1014745646
공립,도래울중학교,031-964-9572,경기도 고양시 덕양구 도내동 988번지,경기도 고양시 덕양구 도래울로 57,10551,37.6319248381,126.8686277645
공립,한별중학교,031-570-5811,경기도 남양주시 별내동 1055번지,경기도 남양주시 별내4로 70,12111,37.6488621580,127.1188720816
공립,위례중학교,02-2229-0800,경기도 하남시 학암동 664번지,경기도 하남시 위례순환로 343,13014,37.4772730389,127.1483368968
공립,은가람중학교,031-8026-8405,경기도 하남시 선동 414번지,경기도 하남시 미사강변한강로 9,12901,37.5759277274,127.1770917550
공립,미사중학교,031-8026-0807,경기도 하남시 망월동 1192번지,경기도 하남시 미사강변한강로 334,12923,37.5609190827,127.2006057471
공립,옥길중학교,070-7013-9120,경기도 부천시 옥길동 740-1번지,경기도 부천시 양지로 234-41,14786,37.4638644051,126.8269608351
공립,박달중학교,0313613800,경기도 안양시 만안구 박달동 590번지,경기도 안양시 만안구 박달로418번길 70,14018,37.3993986709,126.8970440857
공립,다원중학교,031-323-9400,경기도 화성시 영천동 870번지,경기도 화성시 동탄순환대로 754-12,18463,37.2105698570,127.1050841942
공립,윤슬중학교,031-8026-2620,경기도 하남시 망월동 1045번지,경기도 하남시 풍산로 168,12915,37.5634291900,127.1815956582
공립,부천중학교,070-7099-5125,경기도 부천시 중동 777번지,경기도 부천시 심중로75번길 64,14613,37.4904245396,126.7688626256
공립,상도중학교,070-7099-4471,경기도 부천시 상동 418-1번지,경기도 부천시 장말로 159,14600,37.4943824842,126.7603397446
공립,상동중학교,070-7099-5191,경기도 부천시 상동 572-3번지,경기도 부천시 부흥로 19,14592,37.4980444015,126.7450537814
공립,석천중학교,070-7096-7361,경기도 부천시 상동 526-7번지,경기도 부천시 계남로 71,14507,37.5098833290,126.7570978868
공립,성곡중학교,070-7099-9914,경기도 부천시 작동 48번지,경기도 부천시 삼작로496번길 10-25,14470,37.5178190435,126.8159300441
공립,성주중학교,070-7099-8820,경기도 부천시 송내동 418번지,경기도 부천시 성주로 24,14744,37.4800669012,126.7599945421
사립,소명여자중학교,032-349-5526,경기도 부천시 소사동 2-7번지,경기도 부천시 부일로571번길 84,14647,37.4876352605,126.7918632430
공립,소사중학교,032-347-5083,경기도 부천시 소사본동 401번지,경기도 부천시 소사로102번길 80,14774,37.4700208895,126.8021394646
공립,심원중학교,07070995284,경기도 부천시 중동 1097-1번지,경기도 부천시 계남로 352,14551,37.4998659015,126.7827876679
공립,역곡중학교,070-7099-5927,경기도 부천시 역곡동 101번지,경기도 부천시 역곡로58번길 27,14666,37.4914434354,126.8109105958
공립,중흥중학교,032-204-1094,경기도 부천시 중동 1053-1번지,경기도 부천시 신흥로 245,14539,37.5064841431,126.7743178795
공립,금광중학교,031-735-7922,경기도 성남시 중원구 금광동 2414번지,경기도 성남시 중원구 황송로 25,13183,37.4470887623,127.1711343788
공립,내정중학교,031-711-2026,경기도 성남시 분당구 수내동 64번지,경기도 성남시 분당구 백현로 197,13599,37.3706501006,127.1194031099
공립,매송중학교,031-706-0121-2,경기도 성남시 분당구 이매동 145번지,경기도 성남시 분당구 탄천로 49,13564,37.3971256390,127.1228507179
공립,포승중학교,031-681-2760,경기도 평택시 포승읍 방림리 55-2번지,경기도 평택시 포승읍 서동대로 1138,17965,36.9819895507,126.8817244456
사립,한광여자중학교,031-651-3128,경기도 평택시 비전동 504번지,경기도 평택시 중앙1로 115,17888,36.9978850245,127.0960046328
공립,현화중학교,031-615-5042,경기도 평택시 안중읍 현화리 827번지,경기도 평택시 안중읍 현화중앙길 41,17938,36.9823816543,126.9201266521
사립,효명중학교,031-611-5000,경기도 평택시 장당동 470번지,경기도 평택시 송탄로 51,17784,37.0501389261,127.0550837789
공립,갈월중학교,031-540-2100,경기도 포천시 소흘읍 이가팔리 487번지,경기도 포천시 소흘읍 죽엽산로 56-12,11181,37.8239877963,127.1532658194
공립,경북중학교,031-544-1815,경기도 포천시 가산면 감암리 194번지,경기도 포천시 가산면 감암길 16,11164,37.8494932536,127.1881329015
공립,관인중학교,031-538-8203,경기도 포천시 관인면 탄동리 607-3번지,경기도 포천시 관인면 관인로 20,11101,38.1580445835,127.2505839815
공립,내촌중학교,031-532-2461,경기도 포천시 내촌면 음현리 710-1번지,경기도 포천시 내촌면 금강로2259번길 7-7,11192,37.7790926585,127.2247676326
사립,동남중학교,031-540-5500,경기도 포천시 소흘읍 송우리 537-1번지,경기도 포천시 소흘읍 솔모루로3번길 69,11176,37.8269539492,127.1356276737
공립,삼성중학교,031-531-6852,경기도 포천시 신북면 삼성당리 605번지,경기도 포천시 신북면 삼성당길 7,11136,37.9484074015,127.1901168240
공립,영중중학교,031-532-6712,경기도 포천시 영중면 양문리 611-3번지,경기도 포천시 영중면 양문로1길 23,11129,38.0000407200,127.2458124050
공립,이동중학교,031-532-4512,경기도 포천시 이동면 장암리 180-1번지,경기도 포천시 이동면 늠바위1길 13,11111,38.0306216926,127.3743745035
공립,포천여자중학교,031-534-6301,경기도 포천시 신북면 가채리 821번지,경기도 포천시 신북면 중앙로197번길 65,11140,37.9055222095,127.1999998458
공립,포천중학교,031-534-6901,경기도 포천시 신북면 가채리 841-1번지,경기도 포천시 신북면 중앙로207번길 65,11140,37.9069437051,127.2025421799
공립,남양중학교,031-355-9402,경기도 화성시 남양읍 남양리 1663번지,경기도 화성시 남양읍 시청로45번길 9-12,18262,37.2079513177,126.8215771173
공립,청림중학교,031-5182-6200,경기도 화성시 산척동 719번지,경기도 화성시 동탄산척로 94,18501,37.1718211494,127.1113911937
공립,용이중학교,031-650-5211,경기도 평택시 용이동 438번지,경기도 평택시 현신로 64,17868,36.9977497254,127.1349357745
공립,남양주다산중학교,031-522-1400,경기도 남양주시 다산동 6032번지,경기도 남양주시 다산중앙로172번길 50,12285,37.6278114698,127.1586556417
공립,동탄목동중학교,031-630-5700,경기도 화성시 목동 484번지,경기도 화성시 동탄순환대로20길 52,18484,37.1887527694,127.1263794550
공립,매양중학교,031-799-3456,경기도 광주시 양벌동 653번지,경기도 광주시 양벌로 331-20,12798,37.3690378374,127.2479227937
공립,창성중학교,031-742-5182,경기도 성남시 수정구 산성동 3번지,경기도 성남시 수정구 수정로 400,13122,37.4595586566,127.1535873214
공립,이산중학교,031-323-9600,경기도 화성시 오산동 1000번지,경기도 화성시 동탄감배산로 51,18480,37.1911804304,127.0891294724
공립,도당중학교,070-7099-4526,경기도 부천시 도당동 36번지,경기도 부천시 평천로849번길 58,14480,37.5180467433,126.7873664009
공립,다산한강중학교,031-560-4200,경기도 남양주시 다산동 6241번지,경기도 남양주시 다산지금로145번길 20,12284,37.5993040140,127.1753707842
공립,신백중학교,031-8055-0710,경기도 화성시 남양읍 남양리 2057번지,경기도 화성시 남양읍 역골중앙로 56-6,18271,37.2034395478,126.8302381813
공립,서연중학교,031-660-7650,경기도 화성시 장지동 972번지,경기도 화성시 동탄대로4길 40,18506,37.1608652206,127.1102421785
공립,빛가온중학교,02-3397-4200,경기도 광명시 일직동 527번지,경기도 광명시 오리로84번길 16,14350,37.4121473625,126.8837095037
공립,감일중학교,02-580-8700,경기도 하남시 감이동 532번지,경기도 하남시 감일백제로 55,13004,37.5012088042,127.1622535538
공립,수현중학교,031-267-9800,경기도 화성시 봉담읍 수영리 691번지,경기도 화성시 봉담읍 상리3길 136,18311,37.2265399282,126.9506253701
공립,백현중학교,031-728-9109,경기도 성남시 분당구 정자동 77번지,경기도 성남시 분당구 황새울로 124,13610,37.3713427035,127.1106467063
공립,불곡중학교,031-785-3123,경기도 성남시 분당구 구미동 92번지,경기도 성남시 분당구 금곡로 139,13629,37.3474591649,127.1199153678
공립,상원여자중학교,031-747-5457,경기도 성남시 수정구 단대동 57번지,경기도 성남시 수정구 논골로35번길 6-1,13139,37.4570028626,127.1580879710
공립,주곡중학교,031-575-9430,경기도 남양주시 진접읍 금곡리 1003번지,경기도 남양주시 진접읍 해밀예당1로 283,12053,37.7253391599,127.2067196653
공립,해솔중학교,031-950-2900,경기도 파주시 목동동 661번지,경기도 파주시 해솔로 60,10893,37.7274649878,126.7458741804
공립,송양중학교,031-853-6551,경기도 의정부시 낙양동 762번지,경기도 의정부시 용민로 308,11812,37.7517194404,127.1044053050
공립,경기체육중학교,031-547-8700,경기도 수원시 장안구 천천동 30-1번지,경기도 수원시 장안구 상률로 106,16322,37.3040235896,126.9785315632
공립,화성반월중학교,031-547-1900,경기도 화성시 반월동 946번지,경기도 화성시 효행로 1281-76,18396,37.2239105341,127.0542566755
공립,신원중학교,02-381-0992,경기도 고양시 덕양구 신원2로,,,,
공립,수원다산중학교,031-259-5704,경기도 수원시 영통구 이의동 1368번지,경기도 수원시 영통구 혜령로 12,16509,37.2839953539,127.0512627886
공립,능실중학교,031-546-5690,경기도 수원시 권선구 호매실동 1390번지,경기도 수원시 권선구 호매실로165번길 28-1,16628,37.2609451424,126.9562624265
공립,김포한가람중학교,031-996-7391,경기도 김포시 구래동 6873-6번지,경기도 김포시 김포한강9로 140,10071,37.6493759172,126.6234555631
사립,한빛누리중학교,031-863-8338,경기도 동두천시 생연동 522-1번지,경기도 동두천시 동광로 124,11313,37.9119898795,127.0610243511
사립,신흥중학교,031-862-1033,경기도 동두천시 안흥동 36번지,경기도 동두천시 신천로 159,11304,37.9310743600,127.0478135034
공립,양주백석중학교,031-855-1201,경기도 양주시 백석읍 복지리 162번지,경기도 양주시 백석읍 양주산성로574번길 38,11510,37.7890272298,126.9900427279
공립,계남중학교,070-7096-6906,경기도 부천시 중동 1184-5번지,경기도 부천시 조마루로 274,14581,37.4974210643,126.7735797548
공립,내동중학교,070-7099-4932,경기도 부천시 내동 27번지,경기도 부천시 삼작로108번길 53,14493,37.5177348433,126.7746276277
공립,덕산중학교,070-7099-5041,경기도 부천시 오정동 117-2번지,경기도 부천시 성오로 203,14434,37.5289185010,126.7936234865
공립,부명중학교,070-7099-4894,경기도 부천시 중동 1176번지,경기도 부천시 조마루로 182,14584,37.4979485828,126.7641509680
공립,부인중학교,070-7099-5005,경기도 부천시 상동 398번지,경기도 부천시 상일로 62,14598,37.4905682455,126.7486696313
공립,부일중학교,070-7099-5245,경기도 부천시 소사본동 406번지,경기도 부천시 소사로 86,14774,37.4662210284,126.7997435306
공립,부천남중학교,070-7096-7314,경기도 부천시 송내동 628번지,경기도 부천시 성주로 148,14746,37.4790781276,126.7720382281
공립,부천동여자중학교,070-7014-7816,경기도 부천시 괴안동 171-15번지,경기도 부천시 경인로484번길 36,14683,37.4807580400,126.8101604604
공립,부천부곡중학교,070-7099-5339,경기도 부천시 중동 1213번지,경기도 부천시 부흥로 284,14611,37.4946326814,126.7745230717
공립,부천부흥중학교,070-7099-0854,경기도 부천시 중동 1074번지,경기도 부천시 계남로 268,14534,37.5054263672,126.7782088451
공립,부천여월중학교,070-7099-4561,경기도 부천시 여월동 68번지,경기도 부천시 성곡로57번길 25,14485,37.5172585136,126.7972187016
공립,부천여자중학교,032-223-0610,경기도 부천시 송내동 414번지,경기도 부천시 성주로23번길 22,14732,37.4813768937,126.7604792815
사립,파주중학교,031-950-9970,경기도 파주시 파주읍 연풍리 산87-4번지,경기도 파주시 파주읍 술이홀로 377,10834,37.8321487260,126.8288337562
공립,파평중학교,031-958-3327,경기도 파주시 파평면 금파리 288번지,경기도 파주시 파평면 청송로 173,10801,37.9200647035,126.8374560019
공립,탄현중학교,031-934-1600,경기도 파주시 탄현면 축현리 577-1번지,경기도 파주시 탄현면 열살미길 10,10846,37.8047301625,126.7230970528
사립,라온중학교,031-615-3390,경기도 평택시 서정동 2-73번지,경기도 평택시 경기대로1376번길 38-6,17730,37.0693743796,127.0669967464
공립,송탄중학교,031-667-5985,경기도 평택시 지산동 1195번지,경기도 평택시 지산3로10번길 5,17729,37.0765482979,127.0666072004
사립,신한중학교,031-653-8116,경기도 평택시 신한1길 ,,,,
공립,안일중학교,031-660-9801,경기도 평택시 안중읍 현화리 844-1번지,경기도 평택시 안중읍 안중로 25,17939,36.9841510940,126.9243718511
사립,안중중학교,031-683-3107,경기도 평택시 안중읍 현화리 315번지,경기도 평택시 안중읍 안중믿음길 32,17932,36.9856264456,126.9237539531
사립,오성중학교,031-681-1100,경기도 평택시 오성면 숙성리 125번지,경기도 평택시 오성면 오성새싹길 6,17819,37.0091819405,126.9806313628
사립,은혜중학교,031-612-1000,경기도 평택시 장안동 389-1번지,경기도 평택시 장안웃길 66,17731,37.0665423934,127.0816474057
사립,진위중학교,031-646-0100,경기도 평택시 진위면 가곡리 505번지,경기도 평택시 진위면 진위서로 47,17714,37.1099112380,127.0694447819
공립,청북중학교,031-683-5032,경기도 평택시 청북읍 토진리 70-5번지,경기도 평택시 청북읍 건의길 46,17797,37.0425557940,126.9473659645
사립,태광중학교,031-646-5212,경기도 평택시 신장동 263-6번지,경기도 평택시 탄현1로 155,17767,37.0738044432,127.0535055861
공립,평택여자중학교,031-690-0910,경기도 평택시 비전동 236-21번지,경기도 평택시 평택4로 60,17899,36.9930049122,127.1030316408
