관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41111-00036,비단,어린이공원,,경기도 수원시 장안구 천천동 529,37.29751654,126.9833844,2309.5,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00037,청솔,어린이공원,경기도 수원시 장안구 만석로 20번길 28,경기도 수원시 장안구 정자동 921,37.29385892,126.9844114,2000.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00038,솔뫼,어린이공원,경기도 수원시 장안구 천천로 21번길 11,경기도 수원시 장안구 정자동 924,37.2934661,126.9869171,6028.5,다목적구장(농구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00039,연꽃,어린이공원,,경기도 수원시 장안구 정자동 873-2,37.29914994,126.9946448,2267,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00040,대평,어린이공원,경기도 수원시 장안구 만석로 68번길 10,경기도 수원시 장안구 정자동 870-2,37.29674446,126.9889194,3000.1,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00041,백설,어린이공원,경기도 수원시 장안구 정자천로 133번길 26,경기도 수원시 장안구 정자동 879-2,37.29513422,126.9911147,2999.9,다목적구장(농구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00042,꽃뫼,어린이공원,,경기도 수원시 장안구 정자동 883-3,37.29287891,126.9920965,3100.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00043,명인,어린이공원,경기도 수원시 장안구 정자천로 188번길 28,경기도 수원시 장안구 정자동 884-5,37.29497112,126.9955839,2000.1,다목적구장(배드민턴+족구)1,,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00044,두견,어린이공원,,경기도 수원시 장안구 정자동 887-2,37.29150236,126.9974648,2000,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00045,동신,어린이공원,,경기도 수원시 장안구 정자동 880-1,37.29483221,126.9901113,1600.2,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00046,거북,어린이공원,,경기도 수원시 장안구 영화동 229-1,37.29306205,127.0148778,2113,조합놀이대1+ 휴게쉼터,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00047,화산,어린이공원,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 336-1,37.29115659,126.9805545,2000,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00048,정천,어린이공원,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 336-2,37.29115659,126.9805545,4100,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00049,율전,어린이공원,,경기도 수원시 장안구 율전동 601,37.29924994,126.9643046,5212.6,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00050,해드림,어린이공원,,경기도 수원시 장안구 이목동 332-1,37.31218176,126.9830698,1757,,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00051,해늘찬,어린이공원,,경기도 수원시 장안구 이목동 519-5,37.31414983,126.9846442,2277,,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00052,노루말,어린이공원,,경기도 수원시 장안구 정자동 945-2,37.30949297,126.9823575,1500,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41111-00053,오리뜰,어린이공원,,경기도 수원시 장안구 정자동 945-10,37.30544929,126.983509,1500.1,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2023-06-20
41113-00048,기차놀이,어린이공원,,경기도 수원시 권선구 세류동 1280-1,37.2598756,127.0080277,2208.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00049,장대산,어린이공원,경기도 수원시 권선구 장다리로 97,경기도 수원시 권선구 권선동 985,37.25903418,127.0212921,1499,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00050,전원,어린이공원,,경기도 수원시 권선구 권선동 1059,37.25539377,127.0223372,1490.3,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00051,문화,어린이공원,경기도 수원시 권선구 세지로 12번길 45,경기도 수원시 권선구 세류동 1106,37.25265544,127.0173046,1487.8,,조합놀이대2,노인정1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00052,중앙,어린이공원,,경기도 수원시 권선구 권선동 946,37.26240021,127.0227361,1499.1,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00053,세곡,어린이공원,,경기도 수원시 권선구 권선동 1045,37.25644901,127.0273183,1496.5,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00054,신곡,어린이공원,,경기도 수원시 권선구 세류동 1156,37.24498949,127.0163291,1495.8,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00055,재간령,어린이공원,경기도 수원시 권선구 경수대로 235번길 68-4,경기도 수원시 권선구 세류동 1135,37.24951633,127.0143373,1496.6,다목적구장(배드민턴)1,조합놀이대2,노인정1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00056,장승배기,어린이공원,경기도 수원시 권선구 세지로 42번길 25-8,경기도 수원시 권선구 세류동 1086,37.25592118,127.0179275,1497.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00057,은하수,어린이공원,경기도 수원시 권선구 구운로 86번길 20-21,경기도 수원시 권선구 구운동 487,37.27982195,126.9734779,1723.1,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00058,하구운,어린이공원,경기도 수원시 권선구 구운로 45번길 59-46,경기도 수원시 권선구 구운동 524,37.27633658,126.9728353,1995.8,,조합놀이대1,화장실1+노인정1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00059,칙칙폭폭,어린이공원,,경기도 수원시 권선구 구운동 510,37.27600935,126.976222,2182.1,다목적구장(배드민턴)1,조합놀이대1,,,빗물저류시설1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00060,용화출,어린이공원,경기도 수원시 권선구 권중로 7번길 18,경기도 수원시 권선구 권선동 1163-7,37.25632088,127.0339841,1501,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00061,안용,어린이공원,경기도 수원시 권선구 동수원로 146번길 16-10,경기도 수원시 권선구 곡반정동 523,37.24340039,127.0322652,5568.1,,조합놀이대1,노인정1,,약수대2,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00062,솔밭,어린이공원,,경기도 수원시 권선구 권선동 1239,37.25368851,127.0383294,1843.2,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00063,효정,어린이공원,,경기도 수원시 권선구 권선동 1232,37.25494733,127.0333658,2529.8,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00064,꽃잎,어린이공원,,경기도 수원시 권선구 권선동 1273,37.24991194,127.0320242,1624.7,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00065,선일,어린이공원,,경기도 수원시 권선구 권선동 1275,37.2487464,127.0304415,2856.9,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00066,다솜,어린이공원,,경기도 수원시 권선구 권선동 1264,37.25010811,127.0284402,2202.2,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00067,우솔,어린이공원,,경기도 수원시 권선구 권선동 1261,37.25244724,127.0287838,1649.7,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00068,권선,어린이공원,경기도 수원시 권선구 경수대로 302번길 29,경기도 수원시 권선구 권선동 1185-2,37.25347243,127.0230507,2974.4,다목적구장(배드민턴+족구)2,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00069,아우름,어린이공원,,경기도 수원시 권선구 권선동 1333,37.25206241,127.0277848,3338.7,,놀이시설2,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00070,다정,어린이공원,경기도 수원시 권선구 경수대로 302번길 32,경기도 수원시 권선구 권선동 1188-2,37.25271498,127.0222966,2809,다목적구장(족구)1,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00071,버드내,어린이공원,경기도 수원시 권선구 수원천로 24,경기도 수원시 권선구 세류동 463-1,37.25735256,127.0096088,2003.6,,조합놀이대1,노인정1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00072,벌말,어린이공원,,경기도 수원시 권선구 평동 21-158,37.26018376,126.9960193,1633,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00073,까치,어린이공원,,경기도 수원시 권선구 당수동 292-1,37.29269733,126.9358111,4614,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00074,갓띠,어린이공원,,경기도 수원시 권선구 입북동 811,37.29619165,126.9593666,2700,,조합놀이대1+바닥분수1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00075,다온,어린이공원,,경기도 수원시 권선구 구운동 892,37.28432415,126.9763281,1860,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00076,꽃길,어린이공원,,경기도 수원시 권선구 구운동 910,37.2825796,126.9735142,1657,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00077,세모,어린이공원,,경기도 수원시 권선구 구운동 895,37.28530362,126.9724008,2448,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00078,드림,어린이공원,,경기도 수원시 권선구 구운동 933,37.28048782,126.9703666,906.8,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00079,하늬,어린이공원,경기도 수원시 권선구 구운로 73번길 10-14,경기도 수원시 권선구 구운동 941-1,37.28067947,126.9723015,2143,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00080,별솔,어린이공원,,경기도 수원시 권선구 구운동 955,37.2785693,126.9698845,1700,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00081,사랑,어린이공원,경기도 수원시 권선구 구운로 45번길 34-7,경기도 수원시 권선구 구운동 966,37.27714009,126.9718878,2375,다목적구장(배드민턴)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00082,탑마루,어린이공원,,경기도 수원시 권선구 탑동 764,37.27362319,126.9753258,1591.3,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00083,푸른지대,어린이공원,,경기도 수원시 권선구 탑동 829,37.27024924,126.9732388,1601,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00084,잎새,어린이공원,,경기도 수원시 권선구 탑동 855-9,37.27090592,126.9780323,1533.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00085,탑골,어린이공원,,경기도 수원시 권선구 탑동 866,37.26817391,126.9764008,1559.2,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00086,명당,어린이공원,,경기도 수원시 권선구 권선동 1300,37.25264478,127.0399881,4534,,바닥분수1+계류1,,,온천공1+음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00087,온수골,어린이공원,,경기도 수원시 권선구 권선동 1288,37.25190143,127.0363942,1396.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00088,상록,어린이공원,,경기도 수원시 권선구 권선동 1307,37.25002682,127.0378542,3455.2,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00089,산들,어린이공원,,경기도 수원시 권선구 권선동 1319,37.24863213,127.0368538,5289.1,다목적구장(농구)1,조합놀이대1,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00090,별빛,어린이공원,경기도 수원시 권선구 덕영대로 1323번길 25-30,경기도 수원시 권선구 권선동 1313,37.24810467,127.033795,2000.2,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00091,고색,어린이공원,,경기도 수원시 권선구 고색동 916,37.24694221,126.9788974,1433.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00092,한주,어린이공원,,경기도 수원시 권선구 세류동 1020-12,37.25407994,127.0134765,3146,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00093,풀잎,어린이공원,,경기도 수원시 권선구 금곡동 66-1,37.27833743,126.9518662,1837,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00094,장교둑,어린이공원,경기도 수원시 권선구 세지로 82번길 15-5,경기도 수원시 권선구 권선동 980-1,37.2591911,127.0188716,2068,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00095,벌터,어린이공원,,경기도 수원시 권선구 서둔동 27-114,37.26367431,126.9908188,1132,,,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00096,고래의모험,어린이공원,경기도 수원시 권선구 덕영대로 1070번길 56,경기도 수원시 권선구 세류동 1066-9,37.25248056,127.0090813,1553,,물놀이시설1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00097,서낭재,어린이공원,,경기도 수원시 권선구 탑동 23-39,37.27316319,126.9783039,1867,,,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00098,오목천,어린이공원,,경기도 수원시 권선구 오목천동 945,37.24213772,126.9636059,4300.3,다목적구장,조합놀이대1+휴게쉼터2,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00099,오색,어린이공원,,경기도 수원시 권선구 오목천동 953,37.24674139,126.9675025,750,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00100,한터,어린이공원,,경기도 수원시 권선구 서둔동 372,37.26787345,126.9961442,3218,다목적구장,,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00101,무지개,어린이공원,,경기도 수원시 권선구 권선동 1035-2,37.25774671,127.0252778,2367.7,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00102,상상나래,어린이공원,,경기도 수원시 권선구 권선동 1329,37.25377589,127.0242229,2400,,놀이시설2,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00103,꿈나무,어린이공원,,경기도 수원시 권선구 권선동 1332,37.25404854,127.0265616,3000,,놀이시설3,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00104,여우별,어린이공원,,경기도 수원시 권선구 오목천동 958,37.24502597,126.9681128,755.1,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00105,물결,어린이공원,,경기도 수원시 권선구 세류동 1267,37.26546203,127.0084686,1441.8,,조합놀이대1+바닥분수1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00106,크레파스,어린이공원,,경기도 수원시 권선구 금곡동 1080,37.27508432,126.9372468,2981.7,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00107,물방울,어린이공원,,경기도 수원시 권선구 호매실동 1339,37.27035712,126.9422609,1493.9,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00108,우주선,어린이공원,,경기도 수원시 권선구 금곡동 1107,37.27614865,126.9544608,5968.5,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00109,숲속,어린이공원,,경기도 수원시 권선구 금곡동 1143,37.2708023,126.9548565,1728.5,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00110,곡반정,어린이공원,,경기도 수원시 권선구 곡반정동 541,37.24116251,127.0310741,1495.3,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00111,신아,어린이공원,,경기도 수원시 권선구 곡반정동 572,37.2373961,127.0299682,1686.5,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00112,오누이,어린이공원,,경기도 수원시 권선구 곡반정동 600,37.2335338,127.0254139,1631.5,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00113,해누리,어린이공원,,경기도 수원시 권선구 입북동 818,37.30068259,126.9538867,5134.3,,조합놀이대2,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00114,별누리,어린이공원,,경기도 수원시 권선구 입북동 816,37.29784735,126.9534509,2002.2,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00115,하늘이랑,어린이공원,,경기도 수원시 권선구 권선동 1346-5,37.24006544,127.0210479,1504.7,,조합놀이대1,,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00116,꿈이랑,어린이공원,,경기도 수원시 권선구 권선동 1343,37.24177692,127.0181324,8135.5,,조합놀이대1,화장실1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00117,물이랑,어린이공원,,경기도 수원시 권선구 권선동 1361-2,37.24417067,127.0275409,1507.3,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00118,고금,어린이공원,,경기도 수원시 권선구 오목천동 851-3,37.23393782,126.9742589,1760.9,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00119,고사,어린이공원,,경기도 수원시 권선구 오목천동 788-4,37.23304652,126.9774257,1776.3,,조합놀이대1,,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41113-00120,씽씽어린이공원,어린이공원,,경기도 수원시 권선구 고색동 14-35,37.2568351,126.9887757,9524,,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2023-06-20
41115-00007,아낌없이주는나무,어린이공원,경기도 수원시 팔달구 세지로 399번길 46,,37.28716691,127.0278678,3146.7,다목적구장노인정1 +다목적구장(풋살+게이트볼)2,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00008,당산,어린이공원,경기도 수원시 팔달구 세지로 436,경기도 수원시 팔달구 우만동 500,37.28706853,127.0320989,5379.9,다목적구장,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00009,못골,어린이공원,경기도 수원시 팔달구 팔달문로 115번길 43,경기도 수원시 팔달구 지동 473,37.2834799,127.027695,3257,,조합놀이대1,노인정1+화장실1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00010,청록,어린이공원,경기도 수원시 팔달구 경수대로 616번길 32,경기도 수원시 팔달구 우만동 560,37.28091621,127.0321865,2275.4,,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00011,반달,어린이공원,경기도 수원시 팔달구 장다리로 219번길 16,경기도 수원시 팔달구 인계동 973,37.26967298,127.024921,4665.5,다목적구장2(농구+게이트볼) 인라인스케이트장1,조합놀이대1,노인정1+화장실1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00012,드라마센터,어린이공원,,경기도 수원시 팔달구 인계동 948,37.27019098,127.0292686,2639,다목적구장(축구장),조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00013,미소,어린이공원,,경기도 수원시 팔달구 인계동 944,37.27465621,127.0305692,1512.9,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00014,장다리,어린이공원,,경기도 수원시 팔달구 인계동 998,37.2655614,127.0240014,1498.9,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00015,소만,어린이공원,,경기도 수원시 팔달구 우만동 300-4,37.29189804,127.0322859,2000.1,다목적구장(게이트볼)1,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00016,작은새,어린이공원,,경기도 수원시 팔달구 우만동 301-2,37.29240068,127.0358679,2772.8,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00017,버들,어린이공원,,경기도 수원시 팔달구 화서동 707,37.2894783,126.9829531,4442.7,농구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00018,백로,어린이공원,,경기도 수원시 팔달구 화서동 728,37.28589764,126.9817406,3232.2,농구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00019,샛별,어린이공원,,경기도 수원시 팔달구 화서동 64-3,37.27942364,127.0051463,931.9,,조합놀이대1,파고라2,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00020,고등,어린이공원,,경기도 수원시 팔달구 고등동 79-5,37.27058365,127.0069136,1288.6,,조합놀이대1,한식풍정자,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00021,나래,어린이공원,,경기도 수원시 팔달구 고등동 50-2,37.27509616,127.0048438,1045.3,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00022,화서오거리,어린이공원,경기도 수원시 팔달구 동말로 47번길 24-10,경기도 수원시 팔달구 화서동 116-3,37.27966634,126.9997294,1000,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00023,동말,어린이공원,,경기도 수원시 팔달구 화서동 184-58,37.27712897,126.9969782,1278.4,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00024,양지말,어린이공원,,경기도 수원시 팔달구 화서동 702,37.28595461,126.9847311,3000.4,시소,조합놀이대1,,,광장,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00025,산마루,어린이공원,,경기도 수원시 팔달구 화서동 688-4,37.28604145,126.9876586,4595.8,,조합놀이대1,,,광장,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00026,선재미,어린이공원,경기도 수원시 팔달구 수성로 157번길 27-18,경기도 수원시 팔달구 화서동 678-1,37.28751929,126.9890251,1775.3,,조합놀이대1,노인정1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00027,쪽빛,어린이공원,,경기도 수원시 팔달구 화서동 645,37.28592281,126.9909966,1641.3,농구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00028,개구쟁이,어린이공원,,경기도 수원시 팔달구 화서동 649-1,37.28474429,126.9915651,1500,다목적구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00029,숙지,어린이공원,,경기도 수원시 팔달구 화서동 654,37.28337838,126.9925305,2017.2,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00030,네버랜드,어린이공원,경기도 수원시 팔달구덕영대로 735번길 18,경기도 수원시 팔달구 화서동 657,37.28135952,126.9925868,1500,농구장,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00031,솔밭산,어린이공원,,경기도 수원시 팔달구 우만동 72-1,37.27790107,127.0434517,3693,,,화장실1,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00032,장고개,어린이공원,,경기도 수원시 팔달구 우만동 51-1,37.2786827,127.0404484,3506.9,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00033,교동,어린이공원,,경기도 수원시 팔달구 교동 45,37.27174738,127.012064,1910,,조합놀이대1,육각정자,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00034,약수터,어린이공원,,경기도 수원시 팔달구 화서동 79-9,37.28291807,127.0038746,2135,체력단련시설,,파고자,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00035,푸른숲,어린이공원,,경기도 수원시 팔달구 화서동 755,37.28176264,127.0006431,1500.2,,조합놀이대1,정자,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00036,힘찬,어린이공원,,경기도 수원시 팔달구 화서동 744,37.28889777,126.99906,1670.7,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00037,색동,어린이공원,,경기도 수원시 팔달구 인계동 384-1,37.26832123,127.0349365,2400,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41115-00038,인도래,어린이공원,,경기도 수원시 팔달구 인계동 465-3,37.26952732,127.0338052,1890,,조합놀이대1,,,,,경기도 수원시 팔달구 녹지공원과,031-228-7043,2023-06-20
41117-00031,매화,어린이공원,,경기도 수원시 영통구 매탄동 899,37.27008315,127.0404451,3771,다목적구장,조합놀이대1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
41117-00032,참새,어린이공원,경기도 수원시 영통구 매탄로 65번길 17,경기도 수원시 영통구 매탄동 1166-2,37.25704329,127.0404504,1502.3,,조합놀이대1,노인정1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2023-06-20
