이름,주소,위도,경도
평택고덕본스타마취통증의학과의원,"경기도 평택시 고덕여염9길 38, 416-427호 (고덕동)",37.0401502,127.0509675
평택고덕본정형외과의원,"경기도 평택시 고덕중앙로 200-4, 우성고덕타워 6층 605~609호 (고덕동)",37.0477733,127.0442098
평택더세움신경외과의원,"경기도 평택시 세교7길 30, 3층,4층 (세교동)",37.0043551,127.0882130
평택미영상의학과의원,"경기도 평택시 평택2로20번길 31, 2층일부층 (평택동)",36.9919406,127.0899130
평택베스트내과의원,"경기도 평택시 동삭로 384, 2층 (동삭동)",37.0201866,127.0968218
평택비전안과의원,"경기도 평택시 비전5로 20-26, 314호 (비전동)",36.9988462,127.1146146
평택사랑외과의원,"경기도 평택시 중앙로 80-1, (합정동)",36.9937505,127.0920175
평택성모안과의원,"경기도 평택시 평택2로 6, 2층 (평택동, 산천빌딩)",36.9921415,127.0875488
평택센텀정형외과의원,"경기도 평택시 평남로 937, 폴리프라자 2층 201~205호 (비전동)",37.0043914,127.1044530
평택시민의료소비자생활협동조합 시민의원,"경기도 평택시 중앙로 165, 1층 (비전동)",36.9921898,127.1013607
평택연세내과의원,"경기도 평택시 중앙로 105, (비전동)",36.9935991,127.0948885
평택외과의원,"경기도 평택시 통복로32번길 3, (통복동)",36.9946543,127.0831362
평택장문외과의원,"경기도 평택시 평택2로10번길 34, (평택동)",36.9919725,127.0892479
평택중앙내과의원,"경기도 평택시 중앙로 29, (통복동)",36.9953196,127.0863966
평택코끼리마취통증의학과의원,"경기도 평택시 통복로37번길 5, 2,3층 (통복동)",36.9953403,127.0828136
평택탑마취통증의학과의원,"경기도 평택시 용죽3로 25, 2층 (용이동)",36.9939187,127.1248013
평택핑크리본외과의원,"경기도 평택시 중앙2로 15, 2층 (평택동)",36.9918583,127.0888129
평택한길정형외과의원,"경기도 평택시 중앙로 66-66, (평택동)",,
포승21세기의원,"경기도 평택시 포승읍 서동대로 1124, (포승읍)",36.9806620,126.8798853
포승백내과의원,"경기도 평택시 포승읍 여술로 20, 스타타워 403호",36.9877168,126.8447486
포승튼튼의원,"경기도 평택시 포승읍 여술로 20, 401, 402호",36.9877168,126.8447486
하나로내과의원,"경기도 평택시 청북읍 청북남로 254, 청북센터프라자 203-205호",37.0196679,126.9159400
하나로의원,"경기도 평택시 신장로 25, (신장동)",37.0790577,127.0517802
하나의원,"경기도 평택시 송탄로 410, (지산동)",37.0801474,127.0580869
하나정신건강의학과의원,"경기도 평택시 평택2로20번길 14, 4층 (평택동)",36.9924728,127.0890029
하북한사랑의원,"경기도 평택시 진위면 진위서로 2, (진위면)",37.1092492,127.0639218
하얀나라이상수피부과의원,"경기도 평택시 탄현로326번길 3, (지산동)",37.0812430,127.0561127
한마음의원,"경기도 평택시 세교상가1길 6, (세교동, 개암빌딩)",36.9999810,127.0793798
한사랑의원,"경기도 평택시 원평1로 28, 2층 (평택동, 천하빌딩)",36.9892851,127.0832610
한양신경외과의원,"경기도 평택시 안중읍 안현로 423, (안중읍)",36.9876789,126.9313595
한양에이스마취통증의학과의원,"경기도 평택시 탄현로 328, (지산동)",37.0815274,127.0562984
한양의원,"경기도 평택시 지산로 56, (지산동)",37.0794618,127.0612224
한주희정형외과의원,"경기도 평택시 평택4로 39, 2층 (합정동, 골든브릿지캐피탈)",36.9915739,127.1000456
행림내과의원,"경기도 평택시 포승읍 여술2길 22, (포승읍)",36.9874816,126.8456044
행복주는의원,"경기도 평택시 평남로 858, 삼성타워 3층 302호 (비전동)",37.0001292,127.1115767
현가정의원,"경기도 평택시 평남로 722, (비전동)",36.9943015,127.1143662
현대가정의원,"경기도 평택시 팽성읍 안정로39번길 32, 32",36.9611148,127.0470247
현대정형외과의원,"경기도 평택시 지산로 62, (지산동)",37.0796669,127.0618700
현화가정의원,"경기도 평택시 안중읍 안현로서6길 74, 74",36.9847858,126.9211426
현화배내과의원,"경기도 평택시 안중읍 안현로서8길 17, 4층 (현화메디컬센터)",36.9787443,126.9233440
현화이비인후과의원,"경기도 평택시 안중읍 안현로서8길 17, 5층",36.9787443,126.9233440
혜상 정신건강의학과의원,"경기도 평택시 관광특구로 18, (서정동)",37.0667008,127.0607184
호소아청소년과의원,"경기도 평택시 청원로 1200, 201,206호 (이충동, 금강프라자)",37.0520272,127.0562925
홍광의가정의원,"경기도 평택시 중앙로 207, (비전동)",36.9912544,127.1059930
화인마취통증의학과의원,"경기도 평택시 평택1로 15, 6층 (평택동, 부광빌딩)",36.9934128,127.0868089
휴먼피부과의원,"경기도 평택시 중앙2로 13, 9-10층 901,904,1001,1002호 (평택동)",36.9919135,127.0886955
